IDX	Pmid	First_Author_Last_Name	First_Author_Initials
233	12554148	Agarwal	R
233	12666061	Agarwal	R
233	12753679	Agarwal	R
233	12852796	Agarwal	R
233	12967694	Agarwal	R
233	14740793	Agarwal	R
233	15017522	Agarwal	R
233	15149341	Agarwal	R
233	15224800	Agarwal	R
233	15327409	Agarwal	R
233	15340001	Agarwal	R
233	15467003	Agarwal	R
233	15610223	Agarwal	R
233	15754286	Agarwal	R
233	15954919	Agarwal	R
233	16025083	Agarwal	R
233	16084275	Agarwal	R
233	16103271	Agarwal	R
233	16103787	Agarwal	R
233	16159895	Agarwal	R
233	16303055	Agarwal	R
233	16310583	Agarwal	R
233	16316359	Agarwal	R
233	16344376	Agarwal	R
233	16408134	Agarwal	R
233	16467785	Agarwal	R
233	16490450	Agarwal	R
233	16518349	Agarwal	R
233	16572883	Agarwal	R
233	16609300	Agarwal	R
233	16609688	Agarwal	R
233	16805884	Agarwal	R
233	16830700	Agarwal	R
233	17035697	Agarwal	R
233	17124383	Agarwal	R
233	17284896	Agarwal	R
233	17581923	Agarwal	R
233	17622274	Agarwal	R
233	17636055	Agarwal	R
233	17693754	Agarwal	R
233	17699226	Agarwal	R
233	17699236	Agarwal	R
233	17804903	Agarwal	R
233	17868791	Agarwal	R
233	17890966	Agarwal	R
233	17897244	Agarwal	R
233	17960059	Agarwal	R
233	17976359	Agarwal	R
233	18030498	Agarwal	R
233	18040198	Agarwal	R
233	18045859	Agarwal	R
233	18057304	Agarwal	R
233	18080245	Agarwal	R
233	18160623	Agarwal	R
233	18212263	Agarwal	R
233	18215702	Agarwal	R
233	18239383	Agarwal	R
233	18495949	Agarwal	R
233	18516059	Agarwal	R
233	18558521	Agarwal	R
233	18578008	Agarwal	R
233	18594428	Agarwal	R
233	18922983	Agarwal	R
233	18981319	Agarwal	R
233	19005012	Agarwal	R
233	19098339	Agarwal	R
233	19103520	Agarwal	R
233	19153263	Agarwal	R
233	19194283	Agarwal	R
233	19246891	Agarwal	R
233	19251741	Agarwal	R
233	19273737	Agarwal	R
233	19339424	Agarwal	R
233	19379419	Agarwal	R
233	19478099	Agarwal	R
233	19515473	Agarwal	R
233	19528362	Agarwal	R
233	19581500	Agarwal	R
233	19713838	Agarwal	R
233	19717826	Agarwal	R
233	19844085	Agarwal	R
233	19844086	Agarwal	R
233	19864885	Agarwal	R
233	19864947	Agarwal	R
233	19952609	Agarwal	R
233	20019118	Agarwal	R
233	20083728	Agarwal	R
233	20167684	Agarwal	R
233	20308606	Agarwal	R
233	20350928	Agarwal	R
233	20400448	Agarwal	R
233	20448071	Agarwal	R
233	20467430	Agarwal	R
233	20507951	Agarwal	R
233	20546199	Agarwal	R
233	20625076	Agarwal	R
233	20811249	Agarwal	R
233	20814194	Agarwal	R
233	20876448	Agarwal	R
233	20876669	Agarwal	R
233	21088286	Agarwal	R
233	21115879	Agarwal	R
233	21224025	Agarwal	R
233	21330484	Agarwal	R
233	21358325	Agarwal	R
233	21415310	Agarwal	R
233	21551023	Agarwal	R
233	21659737	Agarwal	R
233	21716260	Agarwal	R
233	21737856	Agarwal	R
233	21893975	Agarwal	R
233	21982266	Agarwal	R
233	22007069	Agarwal	R
233	22042814	Agarwal	R
233	22290987	Agarwal	R
233	22293339	Agarwal	R
233	22373702	Agarwal	R
233	22686564	Agarwal	R
233	22899870	Agarwal	R
233	22914686	Agarwal	R
233	22948620	Agarwal	R
233	22948621	Agarwal	R
233	22951101	Agarwal	R
233	23172926	Agarwal	R
233	23381373	Agarwal	R
233	23523137	Agarwal	R
233	23525529	Agarwal	R
233	23599379	Agarwal	R
233	23697963	Agarwal	R
233	23838679	Agarwal	R
233	24041945	Agarwal	R
233	24398888	Agarwal	R
233	24501455	Agarwal	R
233	24526255	Agarwal	R
236	19885668	Agarwal	R
236	20043172	Agarwal	R
236	20537308	Agarwal	R
236	21706344	Agarwal	R
236	22524703	Agarwal	R
236	22919524	Agarwal	R
236	23926508	Agarwal	R
236	23372292	Agarwal	R
244	15857515	Agarwal	R
244	15911942	Agarwal	R
244	16007415	Agarwal	R
244	16007416	Agarwal	R
244	16083421	Agarwal	R
244	16096749	Agarwal	R
244	16128226	Agarwal	R
244	16141031	Agarwal	R
244	16162807	Agarwal	R
244	16162809	Agarwal	R
244	16192461	Agarwal	R
244	16195903	Agarwal	R
244	16255398	Agarwal	R
244	16304030	Agarwal	R
244	16313483	Agarwal	R
244	16373790	Agarwal	R
244	16373791	Agarwal	R
244	16378892	Agarwal	R
244	16423210	Agarwal	R
244	16439723	Agarwal	R
244	16478877	Agarwal	R
244	16498131	Agarwal	R
244	16548912	Agarwal	R
244	16574389	Agarwal	R
244	16899843	Agarwal	R
244	17139398	Agarwal	R
244	17535388	Agarwal	R
244	17538097	Agarwal	R
244	17587427	Agarwal	R
244	17646221	Agarwal	R
244	17657372	Agarwal	R
244	17707746	Agarwal	R
244	17870494	Agarwal	R
244	17904439	Agarwal	R
244	17959924	Agarwal	R
244	17975689	Agarwal	R
244	17976804	Agarwal	R
244	17989150	Agarwal	R
244	18076603	Agarwal	R
244	18084125	Agarwal	R
244	18402567	Agarwal	R
244	18440419	Agarwal	R
244	18471669	Agarwal	R
244	18507197	Agarwal	R
244	19025712	Agarwal	R
244	19207831	Agarwal	R
244	19265090	Agarwal	R
244	19281088	Agarwal	R
244	19317361	Agarwal	R
244	19592397	Agarwal	R
244	19723372	Agarwal	R
244	19800210	Agarwal	R
244	20028466	Agarwal	R
244	20370368	Agarwal	R
244	20662637	Agarwal	R
244	21179536	Agarwal	R
244	21498933	Agarwal	R
244	21531957	Agarwal	R
244	21605181	Agarwal	R
244	21789577	Agarwal	R
244	21999194	Agarwal	R
244	22118718	Agarwal	R
244	22223932	Agarwal	R
244	22445696	Agarwal	R
244	22457034	Agarwal	R
244	22590668	Agarwal	R
244	22971061	Agarwal	R
244	23593402	Agarwal	R
244	23889240	Agarwal	R
244	24199804	Agarwal	R
251	20060077	Agarwal	R
251	22622773	Agarwal	R
252	18831355	Agarwal	R
252	19556826	Agarwal	R
252	19574692	Agarwal	R
252	19829006	Agarwal	R
252	22668657	Agarwal	R
252	23428743	Agarwal	R
252	23480513	Agarwal	R
252	23708888	Agarwal	R
252	24233809	Agarwal	R
252	24583339	Agarwal	R
256	12835670	Agarwal	R
256	15598928	Agarwal	R
256	16704916	Agarwal	R
256	16750423	Agarwal	R
256	20395128	Agarwal	R
267	8792202	Kaiser	J
267	9451580	Kaiser	J
267	10419234	Kaiser	J
267	10610047	Kaiser	J
267	10610048	Kaiser	J
267	10729639	Kaiser	J
267	10964968	Kaiser	J
267	11006960	Kaiser	J
267	11222979	Kaiser	J
267	11602332	Kaiser	J
267	11698136	Kaiser	J
267	11733695	Kaiser	J
267	11739268	Kaiser	J
267	11849300	Kaiser	J
267	11932820	Kaiser	J
267	12948700	Kaiser	J
267	14561446	Kaiser	J
267	14568454	Kaiser	J
267	14678580	Kaiser	J
267	15342432	Kaiser	J
267	15371730	Kaiser	J
267	15488404	Kaiser	J
267	15673459	Kaiser	J
267	15706221	Kaiser	J
267	16323563	Kaiser	J
267	16364660	Kaiser	J
267	16443010	Kaiser	J
267	17138595	Kaiser	J
267	17270158	Kaiser	J
267	17589312	Kaiser	J
267	18252742	Kaiser	J
267	18554295	Kaiser	J
267	18602906	Kaiser	J
267	18790066	Kaiser	J
267	19289171	Kaiser	J
267	19777642	Kaiser	J
267	24632463	Kaiser	J
278	17102635	Miller	M
278	19519454	Miller	M
278	19966416	Miller	M
278	20593466	Miller	M
280	10485160	Miller	M
280	10800427	Miller	M
280	10873129	Miller	M
280	10971892	Miller	M
280	11055635	Miller	M
280	11426678	Miller	M
280	11524598	Miller	M
280	11834986	Miller	M
280	11937613	Miller	M
280	12192220	Miller	M
280	12371785	Miller	M
280	12416937	Miller	M
280	12453821	Miller	M
280	15159703	Miller	M
280	15178673	Miller	M
280	15454813	Miller	M
280	15949457	Miller	M
280	16676620	Miller	M
280	16751449	Miller	M
280	17070975	Miller	M
280	17426563	Miller	M
280	18695256	Miller	M
280	18768940	Miller	M
280	19494098	Miller	M
280	19584133	Miller	M
280	20801585	Miller	M
280	21391934	Miller	M
280	22224886	Miller	M
280	22390578	Miller	M
280	22390591	Miller	M
280	22390593	Miller	M
280	23597351	Miller	M
280	24146116	Miller	M
283	9197549	Miller	M
283	9581716	Miller	M
283	9714130	Miller	M
283	11152845	Miller	M
283	16415199	Miller	M
283	18279736	Miller	M
283	20368475	Miller	M
283	20713894	Miller	M
283	21502576	Miller	M
289	19960365	Miller	M
289	20555036	Miller	M
289	22124540	Miller	M
289	22468822	Miller	M
289	23089192	Miller	M
289	23413037	Miller	M
289	23600917	Miller	M
300	14582797	Miller	M
300	19569477	Miller	M
300	19827985	Miller	MA
300	20945636	Miller	M
300	22779235	Miller	M
300	22921281	Miller	M
300	22946366	Miller	M
300	22950320	Miller	M
300	23156706	Miller	M
300	23505703	Miller	M
306	19695982	Zhang	D
306	19163768	Zhang	D
306	19369713	Zhang	D
306	19963989	Zhang	D
306	19965064	Zhang	D
306	21374994	Zhang	D
306	21482614	Zhang	D
306	22277760	Zhang	D
306	22616162	Zhang	D
307	16756932	Zhang	D
307	18028895	Zhang	D
307	18237388	Zhang	D
312	18617291	Zhang	D
312	20607487	Zhang	D
312	21547665	Zhang	D
312	22000925	Zhang	D
333	15882138	Zhang	D
333	16818002	Zhang	D
333	17239251	Zhang	D
333	18351753	Zhang	D
334	10783774	Zhang	D
334	11550930	Zhang	D
334	12925330	Zhang	D
334	15032768	Zhang	D
339	16900362	Zhang	D
339	17926024	Zhang	D
339	20686889	Zhang	D
339	21901571	Zhang	D
340	17157823	Zhang	D
340	19114987	Zhang	D
340	20127402	Zhang	D
340	20215007	Zhang	D
340	21249187	Zhang	D
346	7646436	Zhang	D
346	11891134	Zhang	D
346	16024779	Zhang	D
346	17768398	Zhang	D
350	12527717	Zhang	D
350	12733117	Zhang	D
350	16048908	Zhang	D
350	16616778	Zhang	D
350	17671684	Zhang	D
350	17697330	Zhang	D
350	18287769	Zhang	D
350	20833165	Zhang	D
350	21136783	Zhang	D
352	12717265	Zhang	Z
352	19339883	Zhang	Z
352	12612331	Zhang	DL
352	12888330	Zhang	D
352	14642160	Zhang	D
352	17359523	Zhang	D
352	18288881	Zhang	D
352	18469355	Zhang	D
354	14588009	Zhang	D
354	14639763	Zhang	D
354	15324499	Zhang	D
354	15582814	Zhang	D
354	15924390	Zhang	D
354	19199758	Zhang	D
354	19457432	Zhang	D
354	20536157	Zhang	D
354	20924567	Zhang	D
354	20925976	Zhang	D
354	21109888	Zhang	D
356	10903191	Schmidt	H
356	11260210	Schmidt	H
356	11456284	Schmidt	H
356	17618504	Schmidt	H
356	18758663	Schmidt	H
356	18780599	Schmidt	H
356	18948358	Schmidt	H
360	18003858	Schmidt	H
360	18229761	Schmidt	H
360	18567903	Schmidt	H
360	19103938	Schmidt	H
360	22145551	Schmidt	H
363	14963644	Schmidt	H
363	15708167	Schmidt	H
363	15776347	Schmidt	H
363	16148471	Schmidt	H
363	16788803	Schmidt	H
363	17061954	Schmidt	H
363	18241783	Schmidt	H
363	18431287	Schmidt	H
363	18520671	Schmidt	H
363	19157589	Schmidt	H
366	9428357	Schmidt	H
366	9459664	Schmidt	H
366	10379866	Schmidt	H
366	10822134	Schmidt	H
366	11454424	Schmidt	H
366	11921284	Schmidt	H
367	16439042	Schmidt	H
367	17204355	Schmidt	H
367	17414908	Schmidt	H
367	17822814	Schmidt	H
367	17997207	Schmidt	H
367	19038390	Schmidt	H
367	19050579	Schmidt	H
367	19196536	Schmidt	H
367	19501362	Schmidt	H
367	19763638	Schmidt	H
367	20361341	Schmidt	H
367	20394933	Schmidt	H
367	21347916	Schmidt	H
373	10711642	Schmidt	H
373	12453861	Schmidt	H
373	12459648	Schmidt	H
373	15179191	Schmidt	H
373	16052222	Schmidt	H
373	16179868	Schmidt	H
373	16391295	Schmidt	H
373	16410782	Schmidt	H
373	16456816	Schmidt	H
373	17443000	Schmidt	H
373	20959407	Schmidt	H
378	9299113	Schmidt	H
378	10945895	Schmidt	H
378	12668468	Schmidt	H
378	12813159	Schmidt	H
378	15809430	Schmidt	H
378	17263794	Schmidt	H
378	17347272	Schmidt	H
378	21298581	Schmidt	H
378	23273895	Schmidt	H
385	14982145	Johnson	DE
385	15679167	Johnson	DE
385	16445115	Johnson	DE
385	18175264	Johnson	DE
385	22111569	Johnson	DE
385	23473595	Johnson	DE
386	20368481	Johnson	DE
386	12191528	Johnson	DE
401	12800891	Cohen	J
401	12815536	Cohen	J
401	12975722	Cohen	J
401	17132032	Cohen	J
401	17176363	Cohen	J
401	17279403	Cohen	J
401	17803332	Cohen	J
401	19999289	Cohen	J
401	20046575	Cohen	J
401	20485552	Cohen	J
401	21057481	Cohen	J
401	22092187	Cohen	J
401	22231566	Cohen	J
401	23389491	Cohen	J
401	23597040	Cohen	J
403	12408535	Cohen	J
403	12735875	Cohen	J
403	15923202	Cohen	J
403	15982455	Cohen	J
403	16820126	Cohen	J
403	17207347	Cohen	J
403	17425840	Cohen	J
403	17579995	Cohen	J
403	17697505	Cohen	J
405	16343687	Cohen	J
405	16537097	Cohen	J
405	16641157	Cohen	J
405	17922894	Cohen	J
405	18000128	Cohen	J
405	18375674	Cohen	J
405	18715968	Cohen	J
405	20351336	Cohen	J
405	20430683	Cohen	J
405	21620643	Cohen	J
405	21680750	Cohen	J
405	22682367	Cohen	J
405	23275485	Cohen	J
406	8800063	Cohen	J
406	8826602	Cohen	J
406	8857994	Cohen	J
406	8885936	Cohen	J
408	14747319	Cohen	J
408	15667271	Cohen	J
408	16154089	Cohen	J
408	16751246	Cohen	J
408	17693478	Cohen	J
409	2646762	Cohen	J
409	2894621	Cohen	J
409	10601819	Cohen	J
416	19833977	Cohen	J
416	20617345	Cohen	J
416	21850679	Cohen	J
416	22875416	Cohen	J
417	17019540	Cohen	J
417	19943926	Cohen	J
417	20001880	Cohen	J
417	20514949	Cohen	J
417	21993448	Cohen	J
417	23432500	Cohen	J
433	11784721	Patel	S
433	11942857	Patel	S
433	12914928	Patel	S
433	16323966	Patel	S
433	18694957	Patel	S
433	18977324	Patel	S
433	21253590	Patel	S
433	22409913	Patel	S
433	24393240	Patel	S
438	11585351	Patel	S
438	12525395	Patel	S
438	12730537	Patel	S
438	14963206	Patel	S
438	17431533	Patel	S
438	17599737	Patel	S
444	17972759	Patel	S
444	18801441	Patel	S
444	19070667	Patel	S
444	19100837	Patel	S
444	19751833	Patel	S
450	17608680	Patel	S
450	17614054	Patel	S
450	17694021	Patel	S
450	17697108	Patel	S
450	19298574	Patel	S
450	19298576	Patel	S
450	19298577	Patel	S
450	19410071	Patel	S
450	19627378	Patel	S
450	20500234	Patel	S
450	20630282	Patel	S
450	20929151	Patel	S
450	22158168	Patel	S
453	7634138	Patel	S
453	11874729	Patel	S
453	12394546	Patel	S
453	16303525	Patel	S
453	16318843	Patel	S
453	17041318	Patel	S
453	17385296	Patel	S
453	18416265	Patel	S
453	18571072	Patel	S
453	18812769	Patel	S
453	19195922	Patel	S
453	21993460	Patel	S
453	23069722	Patel	S
453	23317777	Patel	S
454	19102776	Patel	S
454	19921482	Patel	S
454	20360873	Patel	S
454	20487595	Patel	S
454	20825536	Patel	S
454	20884966	Patel	S
454	21103096	Patel	S
454	21908164	Patel	S
454	21929917	Patel	S
454	23129951	Patel	S
454	23489733	Patel	S
454	24417831	Patel	S
458	1622875	Patel	S
458	12044239	Patel	SR
458	12457438	Patel	SR
458	12722877	Patel	SR
458	12767099	Patel	SR
458	15161585	Patel	SR
458	15161586	Patel	SR
458	15222001	Patel	SR
458	17109446	Patel	S
458	18234488	Patel	S
458	21213058	Patel	S
458	22035971	Patel	S
458	23503753	Patel	S
458	23605780	Patel	S
461	19086608	Patel	S
461	19117355	Patel	S
461	21353747	Patel	S
461	21596484	Patel	S
461	21644006	Patel	S
463	17946883	Patel	S
463	18003459	Patel	S
463	19163512	Patel	S
463	19846382	Patel	S
463	21096303	Patel	S
463	21096462	Patel	S
463	22254617	Patel	S
463	22520559	Patel	S
466	11303052	Patel	S
466	12459507	Patel	S
466	12560108	Patel	S
466	12808005	Patel	S
466	12839875	Patel	S
466	15280883	Patel	S
466	15331569	Patel	S
466	16569753	Patel	S
466	18588527	Patel	S
466	19675536	Patel	S
466	21104391	Patel	S
469	16749898	Patel	S
469	17063396	Patel	S
469	18181549	Patel	S
469	18280716	Patel	S
469	20083173	Patel	S
469	20803605	Patel	S
469	21034802	Patel	S
476	14634989	Patel	S
476	15224394	Patel	S
476	15638599	Patel	S
476	16268707	Patel	S
482	12204643	Patel	S
482	12209812	Patel	S
482	14697760	Patel	S
482	15177049	Patel	S
482	15501233	Patel	S
485	8554521	Patel	S
485	8630045	Patel	S
485	9326661	Patel	S
485	9452417	Patel	S
485	10378086	Patel	S
485	10587641	Patel	S
485	11010959	Patel	S
485	11104679	Patel	S
485	11450258	Patel	S
485	11504624	Patel	S
485	12097323	Patel	S
485	12717813	Patel	S
485	15093124	Patel	S
485	19887679	Patel	S
485	20303271	Patel	S
485	20621760	Patel	S
485	21497395	Patel	S
485	21529939	Patel	S
485	22260682	Patel	S
486	18203647	Patel	S
486	18928432	Patel	S
486	19111829	Patel	S
486	19281927	Patel	S
486	19481824	Patel	S
486	19805839	Patel	S
486	20609437	Patel	S
489	18320840	Patel	S
489	19125004	Patel	S
489	21507199	Patel	S
491	7831044	Klein	R
491	8432408	Klein	R
491	8460013	Klein	R
491	10366071	Klein	R
491	10384679	Klein	R
491	12093643	Klein	R
491	12359593	Klein	R
491	12511342	Klein	R
491	12742845	Klein	R
491	14557181	Klein	R
491	14718299	Klein	R
491	14971575	Klein	R
491	15534124	Klein	R
491	15677511	Klein	R
491	15939388	Klein	R
491	16038655	Klein	R
491	16401789	Klein	R
491	16828517	Klein	R
491	18195228	Klein	R
491	18538409	Klein	R
491	18541850	Klein	R
491	18672224	Klein	R
491	19167079	Klein	R
491	19204238	Klein	R
491	19880184	Klein	R
491	20142543	Klein	R
491	20385944	Klein	R
491	20609708	Klein	R
491	21149781	Klein	R
491	22332203	Klein	R
491	23466270	Klein	R
491	23938121	Klein	R
491	24335069	Klein	R
501	16112387	Roy	S
501	16804650	Roy	S
501	16963180	Roy	S
501	17092634	Roy	S
501	17435332	Roy	S
501	19669549	Roy	S
502	15196216	Roy	S
502	16047877	Roy	S
502	18209070	Roy	S
503	18357938	Roy	S
503	19081145	Roy	S
503	19944894	Roy	S
503	21145598	Roy	S
505	17209585	Roy	S
505	17408300	Roy	S
505	17850076	Roy	S
505	18181657	Roy	S
505	18478149	Roy	S
511	23004695	Roy	S
511	23902023	Roy	S
511	23947869	Roy	S
513	15357334	Roy	S
513	16342727	Roy	S
513	20016637	Roy	S
513	23320675	Roy	S
519	12972587	Roy	S
519	15548317	Roy	S
519	15941425	Roy	S
519	16033518	Roy	S
519	17054749	Roy	S
519	20516546	Roy	S
519	22878247	Roy	S
525	9094307	Roy	S
525	9310328	Roy	S
525	9606206	Roy	S
525	10402955	Roy	S
525	11410536	Roy	S
525	11553330	Roy	S
525	12414986	Roy	S
525	15458650	Roy	S
525	18025713	Roy	S
525	19492356	Roy	S
525	22154138	Roy	S
525	22280912	Roy	S
534	7498533	Roy	S
534	9065743	Roy	S
534	9667501	Roy	S
534	9699003	Roy	S
534	9919540	Roy	S
534	12125359	Roy	S
534	16466843	Roy	S
534	18191754	Roy	S
534	19293328	Roy	S
535	21713124	Roy	S
535	22004265	Roy	S
535	22984567	Roy	S
542	18052084	Roy	S
542	19655794	Roy	S
542	20498519	Roy	S
542	21526238	Roy	S
546	20126426	Roy	S
546	20126427	Roy	S
546	20431709	Roy	S
546	21132059	Roy	S
546	21761671	Roy	S
546	22204754	Roy	S
546	24058022	Roy	S
546	24382991	Roy	S
546	24443667	Roy	S
546	24443685	Roy	S
546	24816891	Roy	S
559	15567275	Roy	S
559	15774900	Roy	S
559	21336990	Roy	S
559	21493861	Roy	S
559	21772930	Roy	S
559	21958386	Roy	S
559	22114143	Roy	S
559	22496791	Roy	S
559	24335505	Roy	S
559	24385607	Roy	S
568	16999243	Roy	S
568	17181028	Roy	S
568	19278934	Roy	S
568	21926032	Roy	S
572	14741432	Roy	S
572	15788780	Roy	S
572	16272288	Roy	S
572	18040793	Roy	S
572	21789507	Roy	S
572	21997336	Roy	S
573	20174975	Roy	S
573	21748304	Roy	S
573	22013498	Roy	S
573	22453361	Roy	S
573	23183110	Roy	S
576	18971788	Roy	S
576	19644544	Roy	S
576	20708530	Roy	S
576	21458170	Roy	S
576	21904691	Roy	S
576	22129192	Roy	S
576	22456871	Roy	S
576	23121893	Roy	S
576	23133773	Roy	S
576	23955455	Roy	S
579	16262298	Roy	S
579	16649765	Roy	S
579	17918973	Roy	S
579	18318444	Roy	S
579	18404677	Roy	S
579	22888053	Roy	S
579	23116236	Roy	S
582	12716757	Roy	S
582	12718732	Roy	S
582	20042738	Roy	S
582	20929292	Roy	S
598	17238843	Roy	S
598	18400774	Roy	S
598	19209695	Roy	S
598	19936254	Roy	S
598	21551143	Roy	S
607	7494803	Liu	F
607	8611606	Liu	F
607	8956328	Liu	F
607	8987084	Liu	F
607	9231067	Liu	F
607	10455434	Liu	F
607	11772466	Liu	F
607	11778903	Liu	F
607	11863423	Liu	F
607	12029616	Liu	F
607	12140740	Liu	F
607	14993350	Liu	F
607	15006613	Liu	F
607	15364893	Liu	F
607	16353289	Liu	F
607	17534886	Liu	F
607	17637717	Liu	F
607	19864618	Liu	F
607	20564383	Liu	F
607	11472105	Liu	F
609	14557066	Liu	F
609	16596711	Liu	F
609	16617374	Liu	F
609	17211827	Liu	F
618	14688296	Liu	F
618	17996704	Liu	F
618	19965720	Liu	F
618	22461611	Liu	F
624	17044871	Liu	F
624	17564960	Liu	F
624	18301450	Liu	F
624	19004527	Liu	F
624	19278628	Liu	F
624	19584446	Liu	F
624	20463881	Liu	F
624	22140526	Liu	F
624	23587773	Liu	F
625	20839439	Liu	F
625	21046817	Liu	F
625	21556472	Liu	F
625	21675118	Liu	F
625	21735780	Liu	F
630	19805395	Liu	F
630	22121198	Liu	F
630	22963372	Liu	F
636	19167427	Liu	F
636	19223913	Liu	F
636	20406636	Liu	F
636	21311064	Liu	F
636	21331357	Liu	F
636	21360073	Liu	F
636	22053957	Liu	F
636	22681709	Liu	F
636	23068990	Liu	F
636	23892271	Liu	F
642	15145804	Liu	F
642	15611645	Liu	F
642	15936718	Liu	F
642	16146851	Liu	F
642	16368066	Liu	F
642	16800936	Liu	F
642	17016035	Liu	F
642	17511513	Liu	F
642	17555589	Liu	F
642	19802539	Liu	F
642	22130879	Liu	F
650	17907395	Liu	F
650	18972735	Liu	F
650	19526799	Liu	F
655	12693092	Liu	FL
655	17498616	Liu	F
655	19787439	Liu	F
655	20727267	Liu	F
656	17205182	Liu	F
656	17990895	Liu	F
656	18083557	Liu	F
656	19914066	Liu	F
656	20350805	Liu	F
656	21765407	Liu	F
656	22292814	Liu	F
656	22570300	Liu	F
656	23391097	Liu	F
656	24000771	Liu	F
656	24378034	Liu	F
656	24615765	Liu	F
656	24856301	Liu	F
663	8426341	Evans	HM
663	10344424	Evans	M
663	10860211	Evans	M
663	11334376	Evans	M
663	11684713	Evans	HM
663	12047662	Evans	M
663	12051206	Evans	M
663	15082818	Evans	HM
663	15651936	Evans	HM
663	16381095	Evans	M
663	16447526	Evans	HM
663	17971464	Evans	HM
663	18055897	Evans	HM
663	20232498	Evans	HM
663	21393283	Evans	HM
663	22367330	Evans	HM
663	23671042	Evans	HM
663	23671137	Evans	HM
663	23671165	Evans	HM
668	10745018	Evans	MJ
668	11480582	Evans	MJ
668	12388330	Evans	MJ
668	12480924	Evans	MJ
668	12832283	Evans	MJ
668	15248862	Evans	MJ
668	20139177	Evans	MJ
668	20503389	Evans	MJ
668	21889856	Evans	MJ
670	19773808	Evans	ML
670	19821902	Evans	ML
670	20102438	Evans	ML
672	19708667	Evans	ME
672	19743881	Evans	ME
673	16261729	Evans	ME
673	16519139	Evans	ME
673	17211803	Evans	ME
673	19072708	Evans	ME
673	21449951	Evans	ME
675	16436220	Evans	MR
675	17504584	Evans	MR
680	7957041	Evans	MS
680	8783210	Evans	MS
680	15355486	Evans	MS
683	12481016	Evans	MF
683	12801424	Evans	MF
683	14584647	Evans	MF
683	14694515	Evans	MF
683	16288661	Evans	MF
683	16421920	Evans	MF
683	17182658	Evans	MF
683	18006667	Evans	MF
683	20736743	Evans	MF
683	21786153	Evans	MF
683	24625757	Evans	MF
687	1795044	Evans	MJ
687	7767461	Evans	MD
687	7951301	Evans	M
687	8023948	Evans	MD
687	8136820	Evans	M
687	9073549	Evans	MJ
687	9228875	Evans	MD
687	9293307	Evans	MD
687	10362517	Evans	MD
687	10891343	Evans	MD
691	21697172	Evans	ML
691	22724454	Evans	ML
691	22830417	Evans	ML
691	23532362	Evans	ML
691	24766154	Evans	ML
693	15326295	Evans	MJ
693	15479852	Evans	MJ
695	16253726	Evans	M
695	19155536	Evans	M
695	20116912	Evans	M
695	20805815	Evans	M
695	20831629	Evans	M
695	20944550	Evans	M
697	16907361	Evans	MR
697	20078144	Evans	MR
697	21599344	Evans	MR
698	21288336	Evans	MW
698	22069338	Evans	MW
698	22297456	Evans	MW
701	15313961	Gupta	R
701	15466345	Gupta	R
701	16528556	Gupta	R
701	16808221	Gupta	R
701	18238847	Gupta	R
701	19001655	Gupta	R
701	20679449	Gupta	R
701	21835945	Gupta	R
705	22345834	Gupta	R
705	22345850	Gupta	R
705	22346013	Gupta	R
705	22406786	Gupta	R
709	16369235	Gupta	R
709	21755815	Gupta	R
709	22503969	Gupta	R
709	22661196	Gupta	R
709	23852898	Gupta	R
713	11721257	Gupta	R
713	12239676	Gupta	R
713	12724836	Gupta	R
713	12794480	Gupta	R
713	12908928	Gupta	R
713	15144876	Gupta	R
713	15685607	Gupta	R
713	15726069	Gupta	R
713	15995449	Gupta	R
713	16006023	Gupta	R
713	16140204	Gupta	R
713	16503805	Gupta	R
713	16764860	Gupta	R
713	17903710	Gupta	R
713	22246880	Gupta	R
716	19397863	Gupta	R
716	20920513	Gupta	R
716	21381821	Gupta	R
716	22120006	Gupta	R
718	12578553	Gupta	R
718	14669881	Gupta	R
718	15242288	Gupta	R
720	17577820	Gupta	R
720	19035050	Gupta	R
720	19631091	Gupta	R
720	20493969	Gupta	R
720	20518414	Gupta	R
720	20705505	Gupta	R
720	22917655	Gupta	R
727	17713591	Gupta	R
727	18464911	Gupta	R
727	18632334	Gupta	R
729	15187307	Gupta	R
729	15695864	Gupta	R
729	16248212	Gupta	R
730	16327141	Gupta	R
730	16827021	Gupta	R
730	18602285	Gupta	R
730	21842018	Gupta	R
730	23965462	Gupta	R
731	17015196	Gupta	R
731	17671886	Gupta	R
731	17852636	Gupta	R
731	18618362	Gupta	R
731	22121266	Gupta	R
732	20833399	Gupta	R
732	21726866	Gupta	R
732	22020312	Gupta	R
732	23152951	Gupta	R
732	23370342	Gupta	R
736	15023041	Gupta	R
736	15164378	Gupta	R
736	16637808	Gupta	R
736	17001914	Gupta	R
736	17474267	Gupta	R
736	17580342	Gupta	R
736	18417879	Gupta	R
736	19846814	Gupta	R
736	21146215	Gupta	R
737	15878853	Gupta	R
737	17346143	Gupta	R
737	17596542	Gupta	R
737	18473724	Gupta	R
742	11999090	Gupta	R
742	12874610	Gupta	R
742	18083949	Gupta	R
742	21306620	Gupta	R
742	21947630	Gupta	R
742	22664803	Gupta	R
742	23382331	Gupta	R
742	23992997	Gupta	R
753	8531610	Williams	NI
753	10416555	Williams	NI
753	12972878	Williams	NI
753	16672859	Williams	NI
753	16882632	Williams	NI
753	17405827	Williams	NI
