"fullname","num_unique_author_inblock","num_citaion_in_block","block_size","is_top100_chinese_name"
"yuan, zhuang",3,158,52.666666666666664,0
"sarah, wood",3,11,3.6666666666666665,0
"quynh, nguyen",7,47,6.714285714285714,0
"rajinder, singh",3,29,9.666666666666666,0
"syed imran, ali",3,11,3.6666666666666665,0
"hamdan, hamdan",3,40,13.333333333333334,0
"inês, silva",3,33,11,0
"ivo, dias",3,24,8,0
"eric, wagner",3,158,52.666666666666664,0
"michael, mason",4,103,25.75,0
"david, howard",5,179,35.8,0
"subrata, das",6,86,14.333333333333334,0
"colin, smith",8,93,11.625,0
"martin, köhler",5,69,13.8,0
"antónio, lopes",6,54,9,0
"michael, tsang",3,96,32,0
"andrey, ivanov",10,182,18.2,0
"rui, sousa",5,116,23.2,0
"alejandro, lopez",3,17,5.666666666666667,0
"ahmed, sayed",5,40,8,0
"helena, ribeiro",4,133,33.25,0
"ahmad, salman",3,54,18,0
"paulo, sousa",7,58,8.285714285714286,0
"peter, hoffmann",3,158,52.666666666666664,0
"edward, lee",7,193,27.571428571428573,0
"jitender, singh",3,45,15,0
"charles, thomas",3,44,14.666666666666666,0
"mandeep, kaur",4,57,14.25,0
"sarah, walsh",4,26,6.5,0
"miguel, lopes",3,14,4.666666666666667,0
"masaru, takeuchi",3,17,5.666666666666667,0
"matthew, harris",7,103,14.714285714285714,0
"josé, ferreira",5,619,123.8,0
"riccardo, rizzo",4,29,7.25,0
"taehoon, kim",6,28,4.666666666666667,0
"subrata, mondal",4,22,5.5,0
"daniel, martin",7,109,15.571428571428571,0
"arijit, roy",5,52,10.4,0
"irina, antonova",3,15,5,0
"james, nelson",3,22,7.333333333333333,0
"scott, smith",5,180,36,0
"rajneesh, kumar",3,28,9.333333333333334,0
"michael, may",4,125,31.25,0
"paulo, lima",4,48,12,0
"satoshi, yasuda",4,104,26,0
"hiroki, matsui",4,30,7.5,0
"ian, miller",6,53,8.833333333333334,0
"elena, petrova",3,40,13.333333333333334,0
"piotr, wójcik",3,24,8,0
"stefan, roth",3,22,7.333333333333333,0
"erika, braga",3,65,21.666666666666668,0
"mohamed, afifi",3,18,6,0
"marta, gil",3,19,6.333333333333333,0
"sourav, de",4,59,14.75,0
"arnab, pal",3,45,15,0
"jooyeon, lee",3,7,2.3333333333333335,0
"catarina, dias",3,33,11,0
"jiyoung, park",3,10,3.3333333333333335,0
"zulfiqar, ali",6,68,11.333333333333334,0
"so hyun, park",6,58,9.666666666666666,0
"jonathan, davies",5,23,4.6,0
"dong hun, lee",3,18,6,0
"cláudia, brito",3,11,3.6666666666666665,0
"kirill, nikitin",3,39,13,0
"james, hansen",3,82,27.333333333333332,0
"daehwan, kim",4,33,8.25,0
"sergey, makarov",5,87,17.4,0
"luis, rosa",3,20,6.666666666666667,0
"david, rubin",5,228,45.6,0
"jason, hilton",3,116,38.666666666666664,0
"young ho, kim",3,328,109.33333333333333,0
"john, lowe",5,78,15.6,0
"david, tyler",3,42,14,0
"omar, said",3,45,15,0
"muhammad, sajid",4,38,9.5,0
"rita, simões",3,20,6.666666666666667,0
"saurabh, sinha",3,130,43.333333333333336,0
"carlos, herrera",5,176,35.2,0
"arpit, jain",3,45,15,0
"mohamed, salama",6,45,7.5,0
"andrew, sutton",4,111,27.75,0
"jessica, morgan",3,24,8,0
"sergio, sánchez",4,66,16.5,0
"bruno, sousa",3,26,8.666666666666666,0
"stefano, caruso",3,53,17.666666666666668,0
"sung yong, kim",3,11,3.6666666666666665,0
"yuki, kobayashi",4,35,8.75,0
"jason, williams",8,133,16.625,0
"alan, macdonald",3,105,35,0
"hyunjin, park",4,147,36.75,0
"vikash, kumar",6,62,10.333333333333334,0
"daniel, moura",3,73,24.333333333333332,0
"carlos, jimenez",4,170,42.5,0
"james, wilson",10,111,11.1,0
"susan, moore",3,70,23.333333333333332,0
"manabu, tanaka",3,55,18.333333333333332,0
"simon, robinson",5,247,49.4,0
"mateus, santos",3,9,3,0
"ryan, jackson",3,78,26,0
"muhammad, tufail",3,9,3,0
"paul, davis",4,56,14,0
"mariana, ribeiro",4,35,8.75,0
"james, gardiner",3,72,24,0
"alexander, jones",4,31,7.75,0
"ricardo, vidal",3,41,13.666666666666666,0
"lauren, robinson",3,10,3.3333333333333335,0
"kevin, brown",3,59,19.666666666666668,0
"amir, jalali",3,53,17.666666666666668,0
"amit, shah",5,130,26,0
"michael, brand",3,128,42.666666666666664,0
"james, freeman",4,46,11.5,0
"rita, castro",4,33,8.25,0
"ryan, downey",3,41,13.666666666666666,0
"joão, lima",4,34,8.5,0
"alexandra, silva",3,53,17.666666666666668,0
"david, berg",3,7,2.3333333333333335,0
"laura, herrero",3,55,18.333333333333332,0
"gregory, wilson",4,96,24,0
"richard, sharpe",3,19,6.333333333333333,0
"matthew, bird",4,56,14,0
"shinya, matsuda",3,37,12.333333333333334,0
"ben, thomas",3,46,15.333333333333334,0
"caroline, taylor",3,63,21,0
"sergey, aksenov",3,104,34.666666666666664,0
"thomas, barrett",4,15,3.75,0
"michael, witt",3,142,47.333333333333336,0
"ming, yue",3,20,6.666666666666667,0
"kaustuv, datta",3,27,9,0
"rachel, wood",3,102,34,0
"giuseppe, leone",3,346,115.33333333333333,0
"jennifer, brown",6,90,15,0
"rajat, gupta",5,57,11.4,0
"sumit, saha",4,30,7.5,0
"pawan, gupta",3,33,11,0
"sarah, ryan",3,53,17.666666666666668,0
"michael, cowley",3,166,55.333333333333336,0
"kevin, daniels",3,148,49.333333333333336,0
"young hwan, kim",3,14,4.666666666666667,0
"sarah, bowden",3,39,13,0
"luis, coelho",3,23,7.666666666666667,0
"florian, huber",5,67,13.4,0
"liang, qiao",8,132,16.5,0
"juliana, almeida",5,51,10.2,0
"daniel, roberts",7,97,13.857142857142858,0
"michael, rigby",3,8,2.6666666666666665,0
"michael, simpson",4,253,63.25,0
"sung jin, kim",3,10,3.3333333333333335,0
"ashish, mishra",6,39,6.5,0
"eva, novotná",3,31,10.333333333333334,0
"james, muir",3,150,50,0
"nuno, sousa",6,447,74.5,0
"paulo, tavares",5,144,28.8,0
"hitoshi, tanaka",3,128,42.666666666666664,0
"luis, navarro",3,166,55.333333333333336,0
"ahmed, rashad",3,17,5.666666666666667,0
"josé, neves",4,43,10.75,0
"vitor, martins",3,14,4.666666666666667,0
"murat, gül",3,11,3.6666666666666665,0
"jason, roberts",5,96,19.2,0
"michael, baker",7,218,31.142857142857142,0
"ana, gonçalves",5,154,30.8,0
"peter, marshall",4,58,14.5,0
"thomas, barber",3,30,10,0
"sarah, martin",3,33,11,0
"anna, pakhomova",3,9,3,0
"hannah, williams",6,28,4.666666666666667,0
"emily, allen",3,15,5,0
"henrik, pedersen",4,220,55,0
"richard, cooper",3,68,22.666666666666668,0
"sourav, das",6,43,7.166666666666667,0
"michael, adams",7,63,9,0
"ali, khatibi",3,12,4,0
"rachel, miller",6,130,21.666666666666668,0
"andrew, barnes",6,66,11,0
"josé, teixeira",3,26,8.666666666666666,0
"sean, kelly",4,31,7.75,0
"sujit, das",3,26,8.666666666666666,0
"praveen, kumar",23,344,14.956521739130435,0
"mahmoud, selim",3,49,16.333333333333332,0
"pablo, castillo",3,271,90.33333333333333,0
"james, hunter",3,15,5,0
"cristina, prieto",4,71,17.75,0
"jin-woo, park",4,122,30.5,0
"henrik, hansen",3,108,36,0
"natalie, allen",3,8,2.6666666666666665,0
"andrew, lim",4,26,6.5,0
"suresh, sundaram",3,132,44,0
"fernando, romero",3,28,9.333333333333334,0
"catherine, baker",3,56,18.666666666666668,0
"david, rogers",5,95,19,0
"ana, camacho",3,27,9,0
"lukas, fischer",3,40,13.333333333333334,0
"joana, loureiro",5,75,15,0
"arnab, mukherjee",6,45,7.5,0
"grzegorz, mazur",3,168,56,0
"marcos, oliveira",4,77,19.25,0
"pankaj, agarwal",3,65,21.666666666666668,0
"craig, jackson",3,63,21,0
"pablo, alvarez",5,32,6.4,0
"scott, hayes",3,61,20.333333333333332,0
"jay, shah",4,46,11.5,0
"rajneesh, sharma",3,13,4.333333333333333,0
"sandeep, kaushik",3,28,9.333333333333334,0
"john, lawrence",3,171,57,0
"sergey, levin",3,34,11.333333333333334,0
"matthew, brown",10,77,7.7,0
"dmitry, zavyalov",3,19,6.333333333333333,0
"richard, smith",19,538,28.31578947368421,0
"colin, mitchell",3,55,18.333333333333332,0
"alexey, ivanov",10,94,9.4,0
"david, cooper",5,111,22.2,0
"sangyoon, lee",4,8,2,0
"ivan, smirnov",7,144,20.571428571428573,0
"sanjiv, kumar",3,26,8.666666666666666,0
"michał, wójcik",4,21,5.25,0
"fabio, rossi",5,123,24.6,0
"ranjan, kumar",4,13,3.25,0
"alison, harris",3,33,11,0
"carmen, gil",3,110,36.666666666666664,0
"ricardo, rocha",5,143,28.6,0
"alexey, medvedev",3,33,11,0
"marina, sokolova",3,40,13.333333333333334,0
"brett, baker",3,14,4.666666666666667,0
"hideki, endo",3,20,6.666666666666667,0
"daniel, costa",4,98,24.5,0
"ali, hassan",5,30,6,0
"sarah, edwards",3,32,10.666666666666666,0
"puneet, kumar",6,135,22.5,0
"michael, stewart",4,37,9.25,0
"indranil, mondal",3,28,9.333333333333334,0
"ji young, kim",7,84,12,0
"maryam, hashemi",3,100,33.333333333333336,0
"ana, vicente",3,56,18.666666666666668,0
"sara, bengtsson",3,44,14.666666666666666,0
"zahoor, ahmad",3,10,3.3333333333333335,0
"sarah, smith",10,49,4.9,0
"hugo, costa",3,37,12.333333333333334,0
"jonathan, ward",4,47,11.75,0
"anita, mehta",3,8,2.6666666666666665,0
"michelle, hall",4,97,24.25,0
"junaidi, junaidi",3,44,14.666666666666666,0
"steven, wright",6,103,17.166666666666668,0
"surya, singh",3,95,31.666666666666668,0
"muhammad, nasir",9,64,7.111111111111111,0
"peter, clark",5,136,27.2,0
"marta, martins",8,170,21.25,0
"anish, patel",4,48,12,0
"jose, garcia",4,163,40.75,0
"andrew, stevens",6,93,15.5,0
"mizanur, rahman",4,39,9.75,0
"rashid, ali",5,39,7.8,0
"huang, dan",3,31,10.333333333333334,0
"andreas, richter",3,215,71.66666666666667,0
"pankaj, gupta",5,49,9.8,0
"mustafa, mustafa",3,18,6,0
"charles, brown",3,46,15.333333333333334,0
"michael, maurer",3,13,4.333333333333333,0
"waqar, ahmed",4,211,52.75,0
"kathleen, bell",3,141,47,0
"dina, salem",3,8,2.6666666666666665,0
"adam, west",4,53,13.25,0
"john, o'donnell",4,33,8.25,0
"mark, watson",3,48,16,0
"harish, kumar",6,85,14.166666666666666,0
"sérgio, silva",3,15,5,0
"elena, borisova",3,16,5.333333333333333,0
"john, gray",4,152,38,0
"hassan, ibrahim",3,54,18,0
"david, griffin",3,15,5,0
"lalit, kumar",4,136,34,0
"rajesh, patel",3,51,17,0
"viet ha, nguyen",3,22,7.333333333333333,0
"jason, white",3,121,40.333333333333336,0
"andrew, foster",3,17,5.666666666666667,0
"péter, kovács",3,24,8,0
"brendan, murphy",4,22,5.5,0
"muhammad, yusuf",4,30,7.5,0
"marcelo, amaral",3,20,6.666666666666667,0
"rebecca, lewis",3,17,5.666666666666667,0
"khalid, hussain",3,46,15.333333333333334,0
"pascal, martin",3,109,36.333333333333336,0
"martin, urban",3,63,21,0
"scott, martin",3,9,3,0
"karen, johnston",4,74,18.5,0
"john, considine",3,68,22.666666666666668,0
"alan, barrett",3,102,34,0
"sungjin, kim",3,10,3.3333333333333335,0
"steven, de jong",3,91,30.333333333333332,0
"atanu, jana",3,49,16.333333333333332,0
"kenneth, miller",3,43,14.333333333333334,0
"amy, robertson",3,57,19,0
"brian, scott",6,467,77.83333333333333,0
"praveen, sharma",3,119,39.666666666666664,0
"sandra, silva",3,26,8.666666666666666,0
"sumanta, sahoo",3,58,19.333333333333332,0
"kevin, wong",3,37,12.333333333333334,0
"shivani, patel",3,14,4.666666666666667,0
"julio, gonzalez",3,41,13.666666666666666,0
"alka, gupta",3,40,13.333333333333334,0
"abhishek, dey",3,14,4.666666666666667,0
"jaewon, kim",6,33,5.5,0
"shashi, kant",4,35,8.75,0
"maria, ferrara",3,39,13,0
"joão, reis",3,18,6,0
"hannah, scott",5,26,5.2,0
"tara, martin",3,91,30.333333333333332,0
"matthew, weber",3,50,16.666666666666668,0
"james, dale",4,245,61.25,0
"adam, roberts",6,166,27.666666666666668,0
"matthew, wheeler",3,91,30.333333333333332,0
"amit, choudhary",3,48,16,0
"rafael, lucena",3,16,5.333333333333333,0
"david, ellis",4,80,20,0
"alex, brown",8,81,10.125,0
"diego, santos",4,106,26.5,0
"anton, ivanov",8,132,16.5,0
"katherine, brown",5,99,19.8,0
"rob, wilson",3,166,55.333333333333336,0
"diana, ferreira",3,20,6.666666666666667,0
"md saiful, islam",6,186,31,0
"neil, robinson",4,50,12.5,0
"raquel, rocha",3,40,13.333333333333334,0
"sandro, ferreira",3,24,8,0
"yongwook, kim",4,66,16.5,0
"jun, choi",3,9,3,0
"chelsea, martin",3,6,2,0
"hung, tong-viet",3,85,28.333333333333332,0
"gabor, horvath",3,88,29.333333333333332,0
"matteo, rinaldi",3,76,25.333333333333332,0
"michael, howard",3,44,14.666666666666666,0
"ahmed, shehata",4,27,6.75,0
"stephen, roberts",7,134,19.142857142857142,0
"pranav, shah",3,24,8,0
"piotr, lis",3,22,7.333333333333333,0
"brendan, smith",5,28,5.6,0
"catherine, smith",10,168,16.8,0
"grant, simpson",3,14,4.666666666666667,0
"jose, mathew",3,56,18.666666666666668,0
"yohan, lee",3,6,2,0
"david, russell",6,305,50.833333333333336,0
"sarah, evans",3,11,3.6666666666666665,0
"thomas, mathew",3,13,4.333333333333333,0
"márcia, silva",5,34,6.8,0
"muhammad, shoaib",8,72,9,0
"kevin, roberts",3,9,3,0
"rachel, harrison",3,12,4,0
"graham, johnson",3,70,23.333333333333332,0
"erin, miller",3,21,7,0
"carlos, gonzalez",4,30,7.5,0
"rui, magalhães",3,54,18,0
"andrew, todd",4,51,12.75,0
"manoj, kumar",31,456,14.709677419354838,0
"david, moore",12,286,23.833333333333332,0
"joseph, hall",3,19,6.333333333333333,0
"austin, nguyen",3,16,5.333333333333333,0
"maria, mota",3,25,8.333333333333334,0
"yuri, silva",4,72,18,0
"john, howard",5,25,5,0
"matthew, higgins",4,124,31,0
"minyoung, lee",5,25,5,0
"mark, hickman",3,74,24.666666666666668,0
"patrick, ryan",3,13,4.333333333333333,0
"robert, harris",4,44,11,0
"mahbubur, rahman",3,15,5,0
"beatriz, silva",4,19,4.75,0
"francesca, cuomo",3,56,18.666666666666668,0
"ryan, mcclure",3,27,9,0
"jelena, petrovic",3,28,9.333333333333334,0
"tam, tran",3,35,11.666666666666666,0
"ian, robertson",3,239,79.66666666666667,0
"david, bradley",4,67,16.75,0
"john, brown",3,60,20,0
"maria, fonseca",3,71,23.666666666666668,0
"abdur, rahim",4,45,11.25,0
"andrey, polyakov",3,27,9,0
"tarek, soliman",3,27,9,0
"matthew, fraser",5,30,6,0
"amit, rai",4,51,12.75,0
"david, warren",3,175,58.333333333333336,0
"david, lowe",5,47,9.4,0
"naoki, takahashi",3,30,10,0
"akira, mori",3,93,31,0
"jin, park",3,14,4.666666666666667,0
"alexandra, costa",3,28,9.333333333333334,0
"andrew, beck",5,59,11.8,0
"alexey, smirnov",4,83,20.75,0
"kai, ludwig",3,63,21,0
"jorge, sanchez",5,79,15.8,0
"peter, doyle",3,22,7.333333333333333,0
"holly, hamilton",3,17,5.666666666666667,0
"andrew, tucker",3,18,6,0
"michael, levy",5,71,14.2,0
"paula, costa",3,37,12.333333333333334,0
"sérgio, lopes",4,52,13,0
"david, duncan",4,50,12.5,0
"david, gardner",3,231,77,0
"mohamed, mohsen",3,10,3.3333333333333335,0
"mohammad, hassan",3,60,20,0
"phuong, le",5,41,8.2,0
"mohammed, saleh",4,54,13.5,0
"morteza, amini",3,60,20,0
"christopher, day",4,138,34.5,0
"jun young, park",3,20,6.666666666666667,0
"mohamed, shaheen",3,28,9.333333333333334,0
"chris, thomas",4,237,59.25,0
"mazhar, iqbal",5,31,6.2,0
"patrick, green",3,24,8,0
"william, weiss",3,291,97,0
"kentaro, hayashi",3,20,6.666666666666667,0
"james, carter",3,26,8.666666666666666,0
"alexey, kovalev",5,116,23.2,0
"adam, rose",3,137,45.666666666666664,0
"andrew, bates",3,37,12.333333333333334,0
"john, burke",3,170,56.666666666666664,0
"mats, olsson",3,250,83.33333333333333,0
"syed, rahman",4,37,9.25,0
"scott, miller",4,204,51,0
"ali, ahmadi",6,106,17.666666666666668,0
"paul, morris",6,219,36.5,0
"thomas, walter",4,115,28.75,0
"balbir, singh",3,62,20.666666666666668,0
"daniel, jost",3,32,10.666666666666666,0
"david, stephens",3,144,48,0
"juan, morales",3,31,10.333333333333334,0
"kevin, williams",3,37,12.333333333333334,0
"daniel, brown",8,119,14.875,0
"michael, strauss",4,51,12.75,0
"benjamin, lang",3,37,12.333333333333334,0
"michael, palmer",4,39,9.75,0
"james, price",5,32,6.4,0
"hasan, ocak",3,62,20.666666666666668,0
"andreas, winkler",3,44,14.666666666666666,0
"christopher, cox",4,66,16.5,0
"robert, green",3,62,20.666666666666668,0
"muhammad, arshad",7,193,27.571428571428573,0
"richard, murphy",3,38,12.666666666666666,0
"ahmed, barakat",3,43,14.333333333333334,0
"raman, kumar",4,82,20.5,0
"kate, hill",3,29,9.666666666666666,0
"igor, morozov",4,61,15.25,0
"scott, taylor",5,99,19.8,0
"david, cole",4,113,28.25,0
"jeffrey, brown",7,78,11.142857142857142,0
"jason, brown",7,74,10.571428571428571,0
"bryan, jones",3,87,29,0
"philip, jones",4,77,19.25,0
"michael, scott",11,260,23.636363636363637,0
"josé, pereira",7,131,18.714285714285715,0
"frederico, neves",3,83,27.666666666666668,0
"jacek, nowak",3,46,15.333333333333334,0
"kyunam, kim",3,9,3,0
"gustavo, pereira",5,60,12,0
"arun, prakash",3,79,26.333333333333332,0
"joana, gomes",3,33,11,0
"pedro, martins",8,77,9.625,0
"faiz, ahmad",3,112,37.333333333333336,0
"dong yun, lee",3,18,6,0
"vanessa, reis",3,16,5.333333333333333,0
"ana, oliveira",15,198,13.2,0
"adriana, fontes",3,69,23,0
"scott, watson",3,72,24,0
"salvatore, sessa",3,127,42.333333333333336,0
"daniel, clark",6,93,15.5,0
"shashank, gupta",6,54,9,0
"amit, patel",5,113,22.6,0
"john, archer",3,29,9.666666666666666,0
"james, macdonald",3,135,45,0
"anna, alekseeva",6,50,8.333333333333334,0
"michael, watson",4,46,11.5,0
"patricia, lima",3,42,14,0
"ana, alves",5,70,14,0
"jessica, bell",3,43,14.333333333333334,0
"miguel, pereira",3,36,12,0
"jorge, alves",4,24,6,0
"hiroyuki, yamada",5,105,21,0
"aditya, kulkarni",4,15,3.75,0
"surender, singh",4,109,27.25,0
"peng, bao",4,14,3.5,0
"wonyong, kim",3,16,5.333333333333333,0
"josé, barros",5,24,4.8,0
"mohamed, hussein",7,134,19.142857142857142,0
"miguel, romero",4,139,34.75,0
"tapas, ghosh",3,59,19.666666666666668,0
"paweł, walczak",3,16,5.333333333333333,0
"daniel, gibbs",3,37,12.333333333333334,0
"john, burgess",3,48,16,0
"michael, wolfe",4,22,5.5,0
"tomáš, Čejka",3,47,15.666666666666666,0
"richard, foster",4,57,14.25,0
"ali, mansouri",3,10,3.3333333333333335,0
"david, gibbs",4,58,14.5,0
"neha, joshi",3,16,5.333333333333333,0
"ana, monteiro",4,39,9.75,0
"jihun, kim",3,39,13,0
"ana, andrade",3,24,8,0
"brian, kelly",5,49,9.8,0
"donghun, lee",3,11,3.6666666666666665,0
"oscar, romero",4,60,15,0
"paul, sutton",3,43,14.333333333333334,0
"andre, gomes",3,51,17,0
"bruno, pinheiro",3,11,3.6666666666666665,0
"mark, hanson",3,46,15.333333333333334,0
"michael, dunn",5,171,34.2,0
"ronak, shah",4,41,10.25,0
"fiona, smith",4,38,9.5,0
"ahmed, badawy",4,50,12.5,0
"hossein, karami",3,33,11,0
"roberto, muñoz",4,91,22.75,0
"michael, walter",6,140,23.333333333333332,0
"simon, lambert",3,46,15.333333333333334,0
"john, leach",3,36,12,0
"andrew, young",8,116,14.5,0
"bora, lee",3,15,5,0
"joana, duarte",5,59,11.8,0
"mario, diaz",3,145,48.333333333333336,0
"melissa, hill",4,32,8,0
"ali, shahriari",3,35,11.666666666666666,0
"jason, wong",6,182,30.333333333333332,0
"eun young, choi",4,71,17.75,0
"daniel, cohen",5,47,9.4,0
"axel, schmidt",3,30,10,0
"ana luisa, silva",3,16,5.333333333333333,0
"sarah, miller",4,17,4.25,0
"eduardo, gomes",5,54,10.8,0
"john, wainwright",3,22,7.333333333333333,0
"daniele, romano",3,79,26.333333333333332,0
"peter, sørensen",3,56,18.666666666666668,0
"sarah, gilbert",3,166,55.333333333333336,0
"helena, pereira",3,164,54.666666666666664,0
"julio, castillo",3,45,15,0
"michael, dodd",4,86,21.5,0
"ian, wright",4,122,30.5,0
"michael, nguyen",4,35,8.75,0
"martin, edwards",3,113,37.666666666666664,0
"andrew, brooks",4,52,13,0
"andrew, butler",3,108,36,0
"andrea, young",3,71,23.666666666666668,0
"hassan, ahmed",3,14,4.666666666666667,0
"debasis, das",4,51,12.75,0
"rebecca, thomas",3,16,5.333333333333333,0
"francesca, russo",3,40,13.333333333333334,0
"nicholas, mason",3,17113,5704.333333333333,0
"daisuke, saito",3,52,17.333333333333332,0
"andrew, morton",3,19,6.333333333333333,0
"michael, frank",3,50,16.666666666666668,0
"andrey, zakharov",3,25,8.333333333333334,0
"eman, mohammed",3,12,4,0
"sean, wilson",5,77,15.4,0
"jenny, lee",4,73,18.25,0
"biswajit, das",4,11,2.75,0
"michael, lawson",3,33,11,0
"yang, yue",4,27,6.75,0
"kevin, white",8,45,5.625,0
"jennifer, cooper",3,106,35.333333333333336,0
"mohamed, salah",4,61,15.25,0
"michael, grant",4,32,8,0
"irina, popova",3,21,7,0
"anabela, gomes",3,100,33.333333333333336,0
"dileep, kumar",5,92,18.4,0
"jaehoon, lee",3,39,13,0
"scott, evans",3,43,14.333333333333334,0
"nikhil, sharma",3,43,14.333333333333334,0
"rebecca, wong",3,26,8.666666666666666,0
"luca, sorrentino",3,80,26.666666666666668,0
"marco, fernandes",4,50,12.5,0
"james, perry",3,14,4.666666666666667,0
"milos, nikolic",4,86,21.5,0
"hassan, syed",3,23,7.666666666666667,0
"ji eun, kim",5,17,3.4,0
"rafael, chaves",3,60,20,0
"rachel, ellis",3,13,4.333333333333333,0
"eric, bailey",3,15,5,0
"mohamed, rezk",3,50,16.666666666666668,0
"nicole, smith",4,54,13.5,0
"marcia, ferreira",3,10,3.3333333333333335,0
"pankaj, agrawal",3,47,15.666666666666666,0
"edgar, ramos",3,20,6.666666666666667,0
"joo young, lee",4,8,2,0
"daniel, pinheiro",3,13,4.333333333333333,0
"alexey, dmitriev",3,74,24.666666666666668,0
"mukesh, kumar",18,241,13.38888888888889,0
"luis, reyes",4,23,5.75,0
"amr, abdelhady",3,31,10.333333333333334,0
"sang ho, lee",4,64,16,0
"paulo, coelho",4,60,15,0
"tri, nguyen",3,51,17,0
"tiago, ribeiro",7,57,8.142857142857142,0
"dilip, kumar",7,109,15.571428571428571,0
"robert, cook",5,102,20.4,0
"rebecca, harris",3,25,8.333333333333334,0
"jonathan, scott",5,51,10.2,0
"kevin, duffy",3,76,25.333333333333332,0
"colin, waters",3,14,4.666666666666667,0
"yujin, kim",6,28,4.666666666666667,0
"seunghoon, lee",5,47,9.4,0
"bruno, santos",9,116,12.88888888888889,0
"asif, mahmood",3,18,6,0
"tom, anderson",3,19,6.333333333333333,0
"mona, ibrahim",4,27,6.75,0
"david, barrett",3,239,79.66666666666667,0
"robert, mayer",3,32,10.666666666666666,0
"john, sherwood",3,157,52.333333333333336,0
"su jin, lee",3,75,25,0
"fernando, blanco",3,38,12.666666666666666,0
"ajay, pal",3,50,16.666666666666668,0
"rachel, gibson",3,152,50.666666666666664,0
"sahil, garg",3,58,19.333333333333332,0
"hossein, akbari",3,41,13.666666666666666,0
"arnab, dey",3,12,4,0
"ankit, singh",7,41,5.857142857142857,0
"carlos, vaz",3,17,5.666666666666667,0
"david, guzmán",3,14,4.666666666666667,0
"jonathan, oliver",3,18,6,0
"jonathan, klein",4,69,17.25,0
"muhammad, kamran",7,46,6.571428571428571,0
"andrew, moss",3,26,8.666666666666666,0
"robert, white",12,268,22.333333333333332,0
"brian, lee",10,124,12.4,0
"olof, olsson",4,60,15,0
"joaquin, ortega",3,48,16,0
"david, ruiz",3,99,33,0
"rui, pereira",9,165,18.333333333333332,0
"paweł, nowak",5,75,15,0
"mohamed, sharaf",3,23,7.666666666666667,0
"hitesh, patel",3,26,8.666666666666666,0
"michael, walker",4,137,34.25,0
"mohamed, omar",6,28,4.666666666666667,0
"alan, jackson",3,294,98,0
"pedro, gil",3,71,23.666666666666668,0
"john, briggs",3,133,44.333333333333336,0
"sarah, taylor",5,22,4.4,0
"david, kim",5,46,9.2,0
"david, black",5,38,7.6,0
"olga, ivanova",5,18,3.6,0
"markus, schmidt",3,105,35,0
"antonio, russo",5,26,5.2,0
"paul, thomas",11,191,17.363636363636363,0
"francesca, greco",3,30,10,0
"an, nguyen",7,27,3.857142857142857,0
"anna, michalak",3,25,8.333333333333334,0
"zachary, jones",3,9,3,0
"rizwan, ali",3,24,8,0
"andrew, lewis",6,250,41.666666666666664,0
"sarah, ross",3,30,10,0
"ana, mestre",3,52,17.333333333333332,0
"luis, neves",3,111,37,0
"ian, wilson",7,94,13.428571428571429,0
"joão, coelho",3,94,31.333333333333332,0
"andrea, ribeiro",4,13,3.25,0
"peter, jones",10,809,80.9,0
"taehyung, kim",3,30,10,0
"andrew, black",3,92,30.666666666666668,0
"craig, mcdonald",3,123,41,0
"anirban, das",4,29,7.25,0
"mohammad, moradi",5,41,8.2,0
"huy, tran",4,27,6.75,0
"ravi, ranjan",4,22,5.5,0
"daniel, ribeiro",6,236,39.333333333333336,0
"rui, rocha",4,57,14.25,0
"behzad, ahmadi",3,29,9.666666666666666,0
"andreia, gomes",3,103,34.333333333333336,0
"khurram, shahzad",4,12,3,0
"ashish, saxena",3,32,10.666666666666666,0
"gerard, o'connor",3,94,31.333333333333332,0
"nicholas, brown",10,249,24.9,0
"mohamed, khalifa",5,85,17,0
"thomas, schmid",4,208,52,0
"younghoon, lee",3,90,30,0
"ryan, bailey",4,50,12.5,0
"rodolfo, nunes",3,17,5.666666666666667,0
"anders, carlsson",3,13,4.333333333333333,0
"donghan, lee",3,203,67.66666666666667,0
"maryam, salehi",3,54,18,0
"john, o'neill",4,97,24.25,0
"samantha, clarke",3,21,7,0
"satish, patil",3,33,11,0
"jiří, zeman",3,33,11,0
"pedro, mendes",3,96,32,0
"phuong, nguyen",13,210,16.153846153846153,0
"matthew, booker",3,16,5.333333333333333,0
"maria, engström",3,147,49,0
"anindya, ghosh",5,22,4.4,0
"soyeon, kim",5,12,2.4,0
"ricardo, araujo",3,55,18.333333333333332,0
"judith, brown",3,25,8.333333333333334,0
"zahir, hussain",3,25,8.333333333333334,0
"hyunsoo, lee",3,38,12.666666666666666,0
"yan, qiao",3,90,30,0
"ian, scott",7,150,21.428571428571427,0
"david, roberts",14,379,27.071428571428573,0
"juhyun, lee",3,38,12.666666666666666,0
"peter, phillips",4,52,13,0
"karen, evans",3,98,32.666666666666664,0
"anamika, sharma",3,49,16.333333333333332,0
"paul, gordon",3,129,43,0
"daniel, lewis",4,48,12,0
"sabrina, costa",3,19,6.333333333333333,0
"mohamed, hamed",3,18,6,0
"amit, agarwal",8,136,17,0
"andrew, baldwin",3,43,14.333333333333334,0
"daniel, kaiser",3,45,15,0
"yasser, fouad",3,46,15.333333333333334,0
"mohammad, ali",10,192,19.2,0
