"orcid","pid","top1matcher_longest_common_word","top2matcher_longest_common_word","orcid_name","matched_biblio_author","matched_biblio_author2"
"0000-0002-6676-0817",2251385508,"yu pang","","yu pang","yu pang","ying wu"
"0000-0001-7660-0393",2110653202,"kai hou","","kai hou","kai hou","wei wu"
"0000-0002-9286-7239",1964965929,"boldrin","","alfredo boldrin","a. boldrin","f. acri"
"0000-0002-7541-0245",2069199885,"kenneth","","kenneth burch","kenneth s burch","j stephens"
"0000-0003-1614-4845",2166736518,"richard","","richard stein","richard i. stein","caroline m. lewczyk"
"0000-0002-5362-9801",2153011500,"martins","","ines martins","i. martins","l. pires"
"0000-0001-7179-0909",2156684421,"khakhar","","devang khakhar","d. v. khakhar","j. m. ottino"
"0000-0003-3568-8741",1990266162,"roberts","","adrian roberts","a.m.i. roberts","v. cockerell"
"0000-0002-4001-8702",2119822384,"jessica","","jessica cooke bailey","jessica n. cooke","mary e. comeau"
"0000-0003-0768-2676",1976966494,"limodin","","nathalie limodin","nathalle limodin","francis delannay"
"0000-0002-2270-4389",2802803543,"qun wei","","qun wei","qun wei","kun liu"
"0000-0003-2988-894X",2260146470,"winkler","","roland winkler","roland c. winkler","hans-werner wohltmann"
"0000-0002-3937-7126",2157022105,"loubser","","ilani loubser","susan i. loubser","a.e. sansom"
"0000-0002-3327-0109",2598666212,"alborno","","nadera alborno","nadera emran alborno",""
"0000-0002-3934-3233",2036337920,"wilfred","","wilfred mbacham","wilfred fon mbacham","philip j. rosenthal"
"0000-0001-6675-0531",1562624520,"maesato","","mitsuhiko maesato","m. maesato","g. saito"
"0000-0002-4550-9113",2155739686,"stoican","","florin stoican","f. stoican","s. olaru"
"0000-0002-7064-099X",2138055596,"minniti","","dante minniti","d. minniti","m. catelan"
"0000-0003-4839-2405",1590630036,"welborn","","toby welborn","toby l. welborn","jena m. green"
"0000-0001-6197-945X",2045440482,"gregory","","gregory thorson","gregory r. thorson",""
"0000-0001-5187-9615",2028532224,"glebova","","irina glebova","i. b. glebova","v. v. shilov"
"0000-0001-5482-3940",2075641466,"osyanin","","vitaly osyanin","v. a. osyanin","l. f. zarina"
"0000-0001-8738-1907",2126765766,"meijles","","erik meijles","erik w. meijles","catherine m. heppell"
"0000-0003-0543-402X",2096515456,"hampton","","thomas hampton","thomas h. hampton","joshua w. hamilton"
"0000-0001-6398-7648",1968296284,"modiano","","jaime modiano","jaime f. modiano","peter c. nowell"
"0000-0003-4496-7048",1999794535,"timothy","","timothy bartram","timothy kevin. bartram","carina marie. bordin"
"0000-0002-3480-4088",2028056305,"doherty","","mary doherty","mary k. doherty","sandra m. macrury"
"0000-0002-5028-3489",1967714537,"doherty","","peter charles doherty","p.c. doherty","r.b. effros"
"0000-0002-4781-252X",2589448227,"potapov","","dmitriy potapov","d. k. potapov","v. n. pavlenko"
"0000-0002-2159-1351",1846802151,"gabriel","","gabriel capellá","gabriel j. capella","vassilios g. agelidis"
"0000-0002-0460-3912",2105083991,"georges","","marc georges","m. georges","i. jorge aldave"
"0000-0003-2898-6708",2610300473,"salem s","","salem s salem","salem salem","saad hassan"
"0000-0002-9414-0252",2069914321,"azhniuk","","yuriy azhniuk","yu. m. azhniuk","d. r. t. zahn"
"0000-0002-1580-869X",2013405032,"patrick","","patrick gaffney","patrick m. gaffney","katherine b. shark"
"0000-0002-2870-4494",2059421415,"charles","","charles jackson","charles s. jackson","mrinal k. sen"
"0000-0002-0192-2504",2769933548,"pereira","","paulo pereira","paulo rogério pereira","miguel correia"
"0000-0002-0369-0735",1611586670,"slepyan","","leonid slepyan","l.i. slepyan","s.v. sorokin"
"0000-0002-8615-4224",2119367676,"sanford","","sanford simon","sanford m. simon","asha rajagopal"
"0000-0003-2104-9615",2606163742,"hübner","","eike hübner","eike g. hübner","alexey smeyanov"
"0000-0002-2045-5462",2065333199,"nan yao","","nan yao","nan yao","hitoshi nakayashiki"
"0000-0003-0052-8852",1995989108,"hendrik","","hendrik feys","hendrik b. feys","simon f. de meyer"
"0000-0002-8790-0137",2315261802,"kai wen","","kai wen","kai wen","xiwu li"
"0000-0003-2404-0325",1983714206,"sadykov","","vladislav sadykov","v. sadykov","n. vernikovskaya"
"0000-0002-7690-2110",2025340259,"rebecca","","rebecca klingvall ek","rebecca p. klingvall","andrey koptyug"
"0000-0002-1170-2441",2811403630,"rossana","","rossana rivas tarazona","rossana rivas","tatiana molina velasquez"
"0000-0002-7308-460X",2080508505,"clarice","","clarice arns","clarice weis arns","paulo anselmo felippe"
"0000-0002-0376-5434",2502148974,"michael","","michael porter","michael j. porter","anne j. price mortimer"
"0000-0002-0660-5436",2073661072,"thierry","","thierry denoeux","thierry denux",""
"0000-0002-9950-7711",2136292748,"pedrosa","","valber pedrosa","valber a. pedrosa","murilo feitosa cabral"
"0000-0002-0241-6603",2168208897,"wei sun","","wei sun","wei sun","misuzu watanabe"
"0000-0001-8370-6954",2765564175,"peshkov","","ilia peshkov","i. w. peshkov","yuri b. nechaev"
"0000-0001-6536-7063",1821524432,"barbora","","barbora branská","barbora branska","jan kolek"
"0000-0002-0142-1056",1485800213,"gordana","","gordana matić","gordana matic","bojana m. popovic"
"0000-0002-7115-2517",2073903425,"katskov","","d katskov","d.a. katskov","t.s. papina"
"0000-0003-4897-9804",2325217990,"michael","","michael czubryt","michael p. czubryt","rushita a. bagchi"
"0000-0001-7450-3960",2001888997,"budukva","","sergey budukva","s. v. budukva","e. yu. gerasimov"
"0000-0002-8458-4159",2020653916,"osborne","","peregrine osborne","p.b. osborne","j.l. morris"
"0000-0002-9562-4734",2103827955,"naumova","","elena naumova","elena n. naumova","yuri n. naumov"
"0000-0002-4402-0180",2118961621,"feindel","","kirk feindel","kirk w. feindel","roderick e. wasylishen"
"0000-0002-2028-1722",2066479466,"vjatkin","","aleksey vjatkin","a.a. vjatkin","v.g. kozlov"
"0000-0001-6582-1692",2153653179,"reniers","","georges reniers","g reniers","h p kohler"
"0000-0002-8257-6614",2805605583,"józefa","","józefa dąbek","józefa dÄbek","andrzej madej"
"0000-0001-8507-3791",2049565375,"cebrian","","juan cebrian","juan carlos cebrian amasifen","nelson kagan"
"0000-0002-2566-0481",2005339648,"bo wang","","bo wang","bo wang","tianshu liu"
"0000-0003-4775-9359",2003048149,"isacoff","","ehud isacoff","ehud y isacoff","christopher r kimberlin"
"0000-0002-6684-4914",1846209353,"hodgson","","vivien elaine hodgson","vivien hodgson","christopher r. jones"
"0000-0003-0373-8193",2514507004,"andrieu","","stephane andrieu","stéphane andrieu","frédéric bonell"
"0000-0002-2328-1445",2027448084,"douglas","","douglas ward","douglas g. ward","clare e. gallon"
"0000-0002-2619-0338",2770069114,"paulina","","paulina vazquez mendoza","paulina vazquez-mendoza","mona m.m. elghandour"
"0000-0002-4691-6490",2405984650,"biao hu","","biao hu","biao hu","tianju liu"
"0000-0003-1910-1445",2035506478,"rincón","","jesús ma. rincón","j. ma. rincón","m.i. martín"
"0000-0001-5804-4549",2127758000,"lippitz","","bodo lippitz","bodo e. lippitz","pär svanborg"
"0000-0002-9440-4756",2891852134,"michael","","michael bramble","michael s. bramble","ralph e. milliken"
"0000-0002-9193-3054",2804833475,"sharman","","rebecca j. sharman","rebecca j sharman","elena gheorghiu"
"0000-0001-9301-7458",2914335919,"astbury","","nerys astbury","nerys m. astbury","carmen piernas"
"0000-0002-3525-556X",2313802372,"hazandy","","hazandy abdul-hamid","hazandy abdul hamid","arifin abdu"
"0000-0003-1146-7506",1993310275,"pereira","","rui nuno pereira","rui n. pereira","takeru ohya"
"0000-0001-6566-7525",2095524100,"torilov","","sergey torilov","s. yu. torilov","w. greiner"
"0000-0003-4664-009X",1983729572,"rebecca","","rebecca ashare","rebecca l. ashare","larry w. hawk"
"0000-0002-9326-3648",2121308534,"davison","","brian davison","brian d. davison","xiaoguang qi"
"0000-0001-9583-876X",2063197045,"mohamed","","mohamed eissa","mohamed m. essa","ahmed i. hussain"
"0000-0001-9451-5440",2520998226,"richard","","richard wilhelm","richard a. wilhelm","michael sorokin"
"0000-0001-7210-1247",1977730637,"ricieri","","ricieri naue mocelin","ricieri mocelin","mauren p. emanuelli"
"0000-0001-5026-3122",1970788444,"calvete","","juan calvete","juan j. calvete","erin m. walsh"
"0000-0002-5500-9649",829055464,"fuqiang","","wang fuqiang","fuqiang wang","jianyu tan"
"0000-0002-1281-9828",2016112964,"cadogan","","mike cadogan","m.d. cadogan","k.m. wood"
"0000-0001-5443-729X",2331552532,"crounse","","john crounse","john d. crounse","yunyao li"
"0000-0003-4117-1597",2759336801,"kristen","","kristen dunbar","kristen e. dunbar","richard d. lisman"
"0000-0003-1277-7418",1625678341,"germano","","germano d'abramo","germano d’abramo","alan w. harris"
"0000-0001-7668-7636",1975224517,"puglisi","","simon puglisi","simon j. puglisi","christina boucher"
"0000-0002-6724-7011",2103376979,"stanton","","catherine stanton","c. stanton","f. shanahan"
"0000-0002-9105-1713",1983543519,"yunusov","","rinat yunusov","r. f. yunusov",""
"0000-0002-1397-3982",2896943025,"jie zhu","","jie zhu","jie zhu","yuanlong cui"
"0000-0003-2455-9768",2562336898,"abraham","","abraham dávila","abraham davila","sandra condor"
"0000-0002-0545-7304",2083202984,"shaefer","","mark shaefer","mark s. shaefer","paul g. wannamaker"
"0000-0002-8209-7533",2490203855,"nikolai","","nikolai uvarov","nikolai f. uvarov","alfred p. chernyshev"
"0000-0002-3126-2738",641353412,"beccati","","francesca beccati","f. beccati","p. ceccarelli"
"0000-0002-8120-6507",2162546038,"hawcutt","","dan hawcutt","daniel b hawcutt","rosalind l smyth"
"0000-0002-1620-2323",2071495852,"oz kira","","oz kira","oz kira","raphael linker"
"0000-0001-6874-0230",2018760433,"johnson","","graham johnson","g. johnson","l. morawska"
"0000-0001-6953-3655",2116890757,"anthony","","anthony killard","anthony j. killard","xiliang luo"
"0000-0002-0307-0667",2060794761,"fadeeva","","valentina fadeeva","v.p. fadeeva","v.v. aksenov"
"0000-0002-0715-8121",2058588999,"chandra","","chandra bhat","chandra r. bhat","frank s. koppelman"
"0000-0003-1798-2146",2003308331,"wozniak","","karen wozniak","karen l. wozniak","camaron r. hole"
"0000-0002-0559-8414",2138547731,"sturman","","boris sturman","b. sturman","m. kösters"
"0000-0003-0021-209X",2316228226,"villain","","sylvie villain","s. villain","l. ajroudi"
"0000-0002-1839-8550",1612749256,"tukaram","","tukaram shinde","tukaram j. shinde","pramod n. vasambekar"
"0000-0002-4566-843X",2603918112,"richard","","richard bailey","richard m. bailey","giles f. s. wiggs"
"0000-0002-0698-3517",2401615265,"pradana","","mochamad raditya pradana","m. r. pradana","s. swaddiwudhipong"
"0000-0001-8081-2057",2142036317,"hogstad","","bjørn olav hogstad","bjorn olav hogstad","matthias patzold"
"0000-0001-5979-8887",2084004810,"banyard","","michael banyard","m.r.c. banyard","r.l. tellam"
"0000-0002-6282-2224",2030196304,"lamanna","","giuseppe lamanna","g. lamanna","a. soprano"
"0000-0003-1864-531X",2013772239,"konshin","","valery konshin","valeri v. konshin","aleksey a. andreev"
"0000-0002-3869-1893",2087951452,"sherwin","","mark sherwin","m.s. sherwin","k.s. gill"
"0000-0001-5247-3908",2013240576,"smirnov","","oleksiy smirnov","a. n. smirnov","v. m. safonov"
"0000-0002-8821-0322",1989590381,"droubay","","tim droubay","droubay t","o'brien wl"
"0000-0003-0448-2281",2073615343,"michael","","michael jolley","michael r. jolley","miles bryant"
"0000-0001-5513-5584",2019536313,"johnson","","kenneth johnson","k. s. johnson","v. a. elrod"
"0000-0002-7400-8676",2782997863,"morelli","","andrea morelli","a. morelli","r. schivardi"
"0000-0001-5198-1353",2909025572,"khurana","","rahul khurana","rahul n. khurana","ehsan rahimy"
"0000-0001-5336-0040",2796097561,"england","","scott england","s. l. england","t. j. immel"
"0000-0003-3170-7570",2009138293,"aspinal","","fiona aspinal","fiona jane aspinal","gemma frances spiers"
"0000-0001-6464-839X",2136940471,"pollard","","nancy pollard","nancy s. pollard","jiaxin l. fu"
"0000-0003-3444-2264",2914880265,"solanki","","piyush solanki","p.s. solanki","n.a. shah"
"0000-0002-2050-8026",2015797515,"wapstra","","erik wapstra","e wapstra","r swain"
"0000-0003-2250-0092",2063800218,"papelis","","charalambos papelis","c. papelis","c.p. halvadakis"
"0000-0001-5337-8929",2330526029,"hassabo","","ahmed hassabo","a. g. hassabo","z. m. el-sayed"
"0000-0002-5866-9271",2110818745,"fischer","","peter fischer","peter m. fischer","george kontopidis"
"0000-0002-1446-8339",1656694398,"almeida","","waltecio almeida","waltécio o. almeida","diego a. teles"
"0000-0002-9134-2078",2122130369,"welfert","","bruno welfert","bruno d. welfert","m. rahman"
"0000-0002-4457-5354",2088941996,"bulanyi","","mikhail bulanyi","m. f. bulanyi","b. a. polezhaev"
"0000-0001-9498-1492",2170082159,"olusola","","olusola oladipo","olusola olalekan oladipo","ann lohlum samuel"
"0000-0001-7090-7597",2024516071,"rodolfo","","rodolfo bravo","rodolfo d. bravo","pedro a. colinas"
"0000-0001-5815-1520",2010312021,"alberto","","alberto minguez","alberto mínguez",""
"0000-0003-3126-1441",1995827985,"mouloud","","mouloud guemana","guemana mouloud","ahmed hafaifa"
"0000-0003-1534-9697",2000407828,"rebecca","","rebecca mason","rebecca s. mason","solomon posen"
"0000-0001-5296-5662",2095058431,"marcelo","","marcelo lamers","marcelo lazzaron lamers","angela terezinha de souza wyse"
"0000-0002-3152-7783",2895281326,"warwick","","peter warwick","peter d. warwick","william h. craddock"
"0000-0002-5319-1336",2908419441,"yi peng","","yi peng","yi peng","wei yang"
"0000-0001-5408-1086",2597710479,"yefanov","","volodymyr yefanov","yefanov","m terranova"
"0000-0003-1752-1948",2029424174,"vasanti","","vasanti lagali-jirge","vasanti jirge","mc shashikanth"
"0000-0003-3889-5447",2312588584,"clevert","","dirk andre clevert","d.a. clevert","b. schlenker"
"0000-0002-3904-1622",2012918122,"yan sun","","yan sun","yan sun","andreas brunthaler"
"0000-0002-5930-6456",2026758814,"kenneth","","kenneth harris","kenneth d. harris","charlotte le mouel"
"0000-0003-3658-4792",2554168993,"bonnier","","bonnier franck","franck bonnier","zeineb farhane"
"0000-0001-5194-5459",2136563833,"timothy","","timothy ford","timothy e. ford","elinor pulcini"
"0000-0003-4538-8793",2102974437,"steven ","","steven ","steven d. chernausek","eric p. smith"
"0000-0002-1394-8074",2022520720,"fonseca","","luis fonseca","l. fonseca","c. bonafos"
"0000-0001-7667-3090",1995664495,"lehmann","","joerg lehmann","j. lehmann","z. goldberg"
"0000-0002-9741-4554",2554164266,"bressan","","gustavo bressan","g.c. bressan","m.s. bastos"
"0000-0003-4809-2250",2500483727,"cynthia","","cynthia bearer","cynthia f. bearer","shiv kapoor"
"0000-0003-1802-9891",2081544621,"anthony","","anthony white","anthony r. white","clare duncan"
"0000-0003-0145-9975",2013423780,"del-ben","","cristina marta del-ben","c.m. del-ben","w.c. alves-neto"
"0000-0002-0625-1770",2561777274,"poulsen","","nadia nicholine poulsen","nadia poulsen","svetlana baltic"
"0000-0002-4337-9984",2793673615,"geraldo","","geraldo ferreira david","geraldo f. david","victor haber perez"
"0000-0002-7355-6902",1980841045,"rimoldi","","john rimoldi","john m. rimoldi","neal castagnoli"
"0000-0002-7944-2586",1991654904,"dospial","","marcin dospial","m. dospial","d. plusa"
"0000-0002-5577-1086",2014778615,"soriano","","stéphane soriano","s soriano","k dumesnil"
"0000-0001-8096-5715",2614693007,"tessier","","frederic tessier","frédéric j. tessier","marie frimat"
"0000-0001-5015-8103",2089049430,"alabart","","josé luis alabart","j.l. alabart","m. joy"
"0000-0003-2848-4812",2324930293,"greters","","mário edvin greters","mario edvin greters","sergio albertino"
"0000-0001-9948-4321",2105688553,"remesan","","renji remesan","r. remesan","dawei han"
"0000-0002-3539-9387",2139880136,"missell","","frank missell","f.p. missell","m. beltrami"
"0000-0002-4770-991X",2343610414,"beaupre","","lauren beaupre","l. a. beaupre","l.l. jasper"
"0000-0001-5519-6432",1989524728,"koteswa","","koteswa rao","b. koteswararao","a. ozarowski"
"0000-0003-4941-7029",2091976105,"stephan","","stephan wagner","stephan n. wagner","peter h. wünsch"
"0000-0001-9140-6724",2083876777,"persson","","per persson","p. o. a. persson","m. s. janson"
"0000-0001-5921-7368",2056102516,"rubattu","","speranza donatella rubattu","speranza rubattu","vanessa venturelli"
"0000-0002-7069-1973",2566608776,"houdijk","","han houdijk","h. houdijk","j. harlaar"
"0000-0002-0278-7965",2049811548,"jadżyn","","jan jadżyn","j. jadżyn","c. legrand"
"0000-0002-1010-8926",2000636689,"tilling","","kate tilling","kate m tilling","j setterfield"
"0000-0003-4751-1521",2227949165,"emerson","","emerson escolar","emerson g. escolar","yasuaki hiraoka"
"0000-0003-3390-9993",2058171585,"simpson","","nuala simpson","nuala h simpson","simon e fisher"
"0000-0002-5219-1625",2090544282,"lindsay","","jodi lindsay","jodi a. lindsay","alex j. mccarthy"
"0000-0002-7478-670X",2210964058,"tsvelik","","alexei tsvelik","a m tsvelik","d h schimmel"
"0000-0002-7801-3827",1965888702,"chauvet","","olivier chauvet","o. chauvet","b. garnier"
"0000-0002-6276-4482",2074026607,"kenneth","","kenneth cameron","kenneth l. cameron",""
"0000-0003-4580-9244",2031796015,"denisov","","alexander denisov","a.n. denisov","e.m. dianov"
"0000-0001-9016-8779",2623346004,"edilson","","edilson cyrino","edilson serpeloni cyrino","alex silva ribeiro"
"0000-0001-6008-7249",2062160480,"paredes","","ricardo paredes","r. paredes","p. a. serena"
"0000-0002-2681-3347",2060349079,"casadei","","domenico casadei","d. casadei","g. capponi"
"0000-0002-5542-886X",2022001166,"ievinsh","","gederts ievinsh","g. ievinsh",""
"0000-0001-7628-4407",2528766313,"gordana","","gordana tomović","gordana tomovic","sandro bogdanovic"
"0000-0002-2537-7360",2010795846,"runnels","","loren runnels","loren w. runnels","carsten strübing"
"0000-0001-9492-5263",2743075087,"okeniyi","","john okeniyi","okeniyi akintunde","omokhodion samuel"
"0000-0002-1883-4690",2117494266,"carlene","","carlene wilson","carlene j wilson","jane a mcgillivray"
"0000-0001-8051-1465",2519787611,"heng yu","","heng yu","heng yu","irene agulli"
"0000-0001-7047-9529",2090880538,"lei sun","","lei sun","lei sun","k. kirk shung"
"0000-0002-7503-6273",2069813901,"bertoni","","alain bertoni","alain g. bertoni","imo a. ebong"
"0000-0002-3870-2804",2794865565,"charles","","charles white","charles l. white","evan g. dittmar"
"0000-0002-2165-536X",2009404076,"breaker","","ronald breaker","ronald r. breaker","dianali rivera morales"
"0000-0001-9929-8764",2914088949,"goolsby","","craig goolsby","craig a. goolsby","arthur l. kellermann"
"0000-0002-3361-3351",2429933814,"matthew","","matthew cotten","matthew l cotten","stephen baker"
"0000-0003-2332-2726",2575731705,"natasha","","nadia natasha","nadia chrisayu natasha","latifa hanum lalasari"
"0000-0003-2784-0379",2009538736,"perucho","","manel perucho","m. perucho","m. lópez-corredoira"
"0000-0001-9406-693X",2151234419,"kimberly","","kimberly scarsi","kimberly k. scarsi","john s. esterly"
"0000-0002-6998-0380",2168593308,"petersen","","ole petersen","ole holger petersen","jose m. cancela"
"0000-0003-0569-7073",2504499873,"ming liu","","ming liu","ming liu","peng tan"
"0000-0002-7096-3422",2883061469,"di zhang","","di zhang","di zhang","yiyang zhu"
"0000-0002-1071-2250",2055135982,"b. murat","","b. murat eyÜboglu","b. murat eyuboglu","ali ersoz"
"0000-0002-6831-2014",2795698719,"jian lin","","jian lin","jian lin","tingting wang"
"0000-0003-0664-1039",2782741710,"ferreira","","sónia ferreira","sonia ferreira","jose pereira"
"0000-0002-4316-6129",2040202964,"drummond","","lynne drummond","l.m. drummond","a. kent"
"0000-0001-7410-8573",2774211213,"damkjaer","","mads damkjaer","m damkjaer","k assersen"
"0000-0003-4782-1714",1973607544,"aguilera","","andres aguilera","andrés aguilera","ana g. rondón"
"0000-0002-0450-9387",1983303553,"anderson","","brett anderson","brett r. anderson","sherry a. glied"
"0000-0002-1931-2026",2006422330,"kurskaya","","olga kurskaya","o. kurskaya","a. romanovskaya"
"0000-0003-4787-8761",2346227716,"o'connor","","peter o'connor","peter j. o'connor","cressida m. brown"
"0000-0001-5510-1253",2801264170,"gary tse","","gary tse","gary tse","adrian m. baranchuk"
"0000-0002-0753-7420",2154321650,"cevallos","","ana maría cevallos","ana maria cevallos","malanie r. mackay"
"0000-0002-9538-1517",1981523800,"stoddart","","martin stoddart","martin j. stoddart","mauro alini"
"0000-0002-0067-7308",1973793163,"tadeusz ","","tadeusz ","tadeusz stepinski",""
"0000-0003-2337-0816",2127460561,"jonathan","","jonathan brotchie","jonathan m. brotchie","michael p. hill"
"0000-0002-5137-776X",2143982306,"benasich","","april a benasich","april a. benasich","hilary j. leevers"
"0000-0002-5649-5167",1986468949,"linda fu","","linda fu","linda fu","athina tatsioni"
"0000-0003-3857-0976",2058037163,"cristina","","cristina minguillon","cristina minguillón","pilar franco"
"0000-0003-4054-8890",2132576821,"chybicki","","igor chybicki","igor j. chybicki","jaroslaw burczyk"
"0000-0003-0687-5134",2146776516,"pedersen","","henrik pedersen","h. d. pedersen","t. falk"
"0000-0001-7281-7974",2807046572,"marshall","","lindsay marshall","lindsay j. marshall","catherine willett"
"0000-0003-1249-0994",1611690254,"veronica","","veronica jarocki","veronica m. jarocki","michael widjaja"
"0000-0003-1149-2031",1968922111,"jin zhao","","jin zhao","jin zhao","fei xue"
"0000-0002-2154-6868",2157892171,"mcrackan","","mcrackan theodore","theodore mcrackan","sanjay m. athavale"
"0000-0003-4004-6698",2346268567,"takazawa","","eiichi takazawa","e. takazawa","oded navon"
"0000-0003-2220-7638",2065096517,"murakami","","masakatsu murakami","m. murakami","h. nagatomo"
"0000-0001-8476-0143",2047984673,"manuel f","","manuel f valero","manuel f. valero",""
"0000-0002-5958-6945",2076575095,"nicholas","","nicholas dixon","nicholas e. dixon","michael john"
"0000-0003-4721-4308",1418812502,"crawford","","joe crawford","joseph crawford","louise anne reid"
"0000-0002-2578-8223",2905587928,"jayasena","","channa jayasena","channa n. jayasena","anna m. rose"
"0000-0002-3973-8403",1520734751,"carretti","","ettore carretti","e. carretti","s. bonometto"
"0000-0002-2277-8003",2404762755,"oliveira","","caio oliveira","caio costa oliveira","silvio cunha"
"0000-0002-4646-6207",2068541225,"karakaya","","ishak karakaya","İshak karakaya","serdar tan"
"0000-0003-1272-1561",2031667517,"kanaujia","","binod kanaujia","b. k. kanaujia","a. k. singh"
"0000-0002-9040-5663",2896961774,"cemaliye","","cemaliye Şeflek","cemaliye seflek","oktay bayat"
"0000-0002-2973-6834",102126682,"santhosh","","santhosh chidangil","c. santhosh","p. c. mishra"
"0000-0003-0640-0331",2589841240,"waghmare","","laxman waghmare","laxman m. waghmare","g. v. lakhekar"
"0000-0002-1580-1156",2126807687,"crossley","","kelly j crossley","kelly j. crossley","timothy j. m. moss"
"0000-0002-7519-3535",1985042694,"samajdar","","indradev samajdar","i. samajdar","v. m. nandedkar"
"0000-0001-6513-1683",2147014038,"yong bao","","yong bao","yong bao","tae-hwy lee"
"0000-0001-7726-6307",2897484095,"langlois","","daniel langlois","daniel k. langlois","jaimie m. strickland"
"0000-0002-0626-9305",2147599271,"breteler","","monique m.b. breteler","m.m.b. breteler","j. c. van swieten"
"0000-0002-5035-4347",2067538816,"granskog","","mats granskog","mats a. granskog","agneta fransson"
"0000-0001-7289-3547",2100111502,"sumetsky","","misha sumetsky","mikhail sumetsky",""
"0000-0002-8456-7551",2029106265,"lawrence","","lawrence siegel","lawrence c. siegel","ingela schnittger"
"0000-0001-5907-2576",2037997338,"bouttemy","","muriel bouttemy","m. bouttemy","g. charrier"
"0000-0002-7497-0865",2063923994,"mohammed","","mohammed yacoub","mohammed i. yacoub","rasha s. abu zaitoun"
"0000-0003-1982-5101",2619263757,"bollwein","","heinrich bollwein","h. bollwein","a. fleisch"
"0000-0001-6718-034X",2125687231,"pernilla","","pernilla eliasson","pernilla t eliasson","therese andersson"
"0000-0001-5571-8341",2037502332,"nesaraja","","caroline nesaraja","c.d. nesaraja","e.l. lingerfelt"
"0000-0002-3977-3655",2003693784,"sherwood","","david sherwood","david e. sherwood",""
"0000-0003-2202-6589",2338110157,"jennifer","","jennifer powers","jennifer g. powers","jeffrey zwerner"
"0000-0003-0729-5430",1596036530,"fischler","","marc fischler","m. fischler","e. gayat"
"0000-0001-5861-3481",2123201475,"benjamin","","benjamin abbott","benjamin w. abbott","william b. bowden"
"0000-0001-7419-2701",1983104760,"schrimpf","","ronald schrimpf","r. d. schrimpf","k. f. galloway"
"0000-0001-8288-7394",1967400516,"guangtao","","guangtao yang","yang guangtao","zhang guobin"
"0000-0003-2548-2678",2053290994,"ebrahimi","","zanyar ebrahimi","z. ebrahimi","k. karami"
"0000-0002-0115-6002",1982033563,"fakhreia","","fakhreia al sagheer","fakhreia al-sagheer","michael j. hey"
"0000-0003-0973-1718",2067673358,"nuo yang","","nuo yang","nuo yang","gang zhang"
"0000-0002-4121-6743",2804552465,"fernando","","fernando magdaleno verduzco","fernando magdaleno","elena arriazu"
"0000-0002-4888-0268",2124502535,"chinarro","","eva chinarro","e chinarro","l sánchez"
"0000-0002-4133-3528",2011239071,"holtkamp","","annette holtkamp","a. holtkamp","r. pettorino"
"0000-0002-5162-0985",2041643353,"cosgrove","","karen cosgrove","ke cosgrove","neville mcclenaghan"
"0000-0001-8287-1181",2116080764,"gardiner","","natalie gardiner","n. gardiner","d. r. tomlinson"
"0000-0003-4242-4701",1819652514,"aparicio","","jesus aparicio","jesús f. aparicio","eva g. barreales"
"0000-0001-8359-9917",2041086182,"madrigal","","alejandro madrigal","a madrigal","christiane vermylen"
"0000-0003-2286-761X",2043785758,"douglas ","","douglas  westlind","douglas j. westlind","walter g. thies"
"0000-0002-4714-0575",2095858594,"walmsley","","ian walmsley","ian a. walmsley","tim bartley"
"0000-0002-3795-409X",2053703944,"lawrence","","lawrence wennogle","lawrence p. wennogle","jean-pierre changeux"
"0000-0003-0147-0883",2045645901,"strasser","","gottfried strasser","g. strasser","m. austerer"
"0000-0003-1100-1423",2006576213,"yamauchi","","makoto yamauchi","m. yamauchi","t. sakamoto"
"0000-0002-6867-7101",2079561373,"carvalho","","marcio  carvalho","m. s. carvalho","v. alvarado"
"0000-0003-0399-7240",2094864667,"pasquali","","luca pasquali","l. pasquali","s. nannarone"
"0000-0001-8300-1233",2790797651,"florence","","hacard florence","florence hacard","lorna garnier"
"0000-0002-1314-6223",2129648555,"benjamin","","benjamin wiley","benjamin j. wiley","adam c. siegel"
"0000-0002-2354-230X",1986437675,"yan chen","","yan chen","yan chen","julia yuen shan tsang"
"0000-0002-5120-0219",1978012254,"ferguson","","sherry ferguson","sherry a. ferguson","gary w. kraemer"
"0000-0002-1057-5508",2016896228,"ferreira","","evandro ferreira","eric m. ferreira","brian m. stoltz"
"0000-0001-5785-7521",2094983750,"oliveira","","manuela oliveira","m. oliveira","i. abreu"
"0000-0003-0790-235X",2154436798,"hernando","","marta hernando","m.m. hernando","j. sebastian"
"0000-0002-7101-929X",2142065432,"jaiberth","","jaiberth cardona arias","jaiberth cardona-arias","carolina rodríguez-echeverri"
"0000-0001-9055-3546",2019133725,"harrison","","rhett harrison","rhett daniel harrison","mingxu zhao"
"0000-0001-9295-9603",2378008300,"abakumov","","gleb abakumov","g.a. abakumov","s.v. baryshnikova"
"0000-0001-6939-8430",2002516837,"da silva","","alexandre marques da silva","a. m. da silva","m. d. v. de resende"
"0000-0001-6253-5527",2278282943,"everhart","","wesley everhart","wes everhart","eric sawyer"
"0000-0001-9103-2427",1990125767,"stephani","","stephani hatch","stephani l. hatch","catharine r. gale"
"0000-0002-9036-8866",2109470515,"corredig","","milena corredig","m. corredig","s. rahimi yazdi"
