"orcid","pid","top1matcher_longest_common_word","top2matcher_longest_common_word","orcid_name","matched_biblio_author","matched_biblio_author2"
"0000-0002-0691-583X","d4e4b622c71c599bd362226bafa53262869b9024","verberk","","wilco verberk","wilco c. e. p. verberk","gerard van der velde"
"0000-0002-3967-0947","75c536d0aa37539632b3af7d189b6ccdf8181dec","tatiana","","tatiana nunes amaral","tatiana nunes fernandes","mônica elisabeth torres prado"
"0000-0002-5029-8453","18ab7772ef7411469dbb9082fef95f8779867306","barakos","","george barakos","george n. barakos","a. s. batrakov"
"0000-0001-7256-2545","f9db69cb6f9d751123c2d49373e6b25385c39eba","holland","","peter holland","peter j holland","amanda pyman"
"0000-0003-1793-8989","cbf03bff768318d6acd0e75bdb580192ba89a753","ignacio","","ignacio martin-gullon","ignacio martín-gullón","iluminada rodríguez-pastor"
"0000-0003-4791-5593","da8ee42a6be8a633026a415e028f52b54040a21d","granger","","carol anne granger","carol granger","alizon draper"
"0000-0002-5055-3004","f10f683e5251d84c88b20881a7cd260fe40a3743","chapman","","archie chapman","archie c. chapman","sleiman mhanna"
"0000-0003-1675-3835","d66d047e1bcd2cb6d3673387adbe76f2dc6f1a0e","marques","","helder marques","helder m marques",""
"0000-0003-4488-551X","7a237ea8c7ab6341d247c8e247b643dd1e246232","de loof","","hans de loof","h de loof","anthony e. klon"
"0000-0001-6939-6371","266857607c2cf513d8deae4c5891e346a933fe6a","patrick","","patrick stayton","patrick s. stayton","gil goobes"
"0000-0002-2101-8694","8042c3fd07aca1cc72434799a8fb0caaeae42047","colette","","colette fagan","colette c. fagan","colm d. everard"
"0000-0002-0007-8452","cd0b7f975a387793133d82acb4b5494861bee172","eduardo","","eduardo sousa","eduardo henrique santana sousa","paula a. garay"
"0000-0002-4536-3919","7c8379ee3b3a387ae034a352104dd1e66c9b4080","fowlkes","","jeffrey fowlkes","j. b. fowlkes","t. l. hall"
"0000-0002-2986-6938","e84d6d8d76e283d9ef11baf384dcac52a1ee7597","zwicker","","jill zwicker","jill g. zwicker","cheryl l sabarre"
"0000-0002-6718-7143","edf1420e4406d96ad8e834ce7bde21ab0633892a","mayberg","","marc mayberg","marc r. mayberg","edward sander connolly"
"0000-0002-8363-9226","1b7f88a9ae1e880a72eb397ad156f12aacba45f3","eduardo","","eduardo mangini","eduardo roque mangini","marco antonio conejero"
"0000-0002-5569-0366","ad6eb0cf3331844ef418a1d6c06c090e39515377","michael","","michael farrar","michael a farrar","jidong zhang"
"0000-0001-7992-318X","b8aa3d0c2cca87ebfffd6fae554756ed98a4ba09","simões","","pedro pimenta simões","patrícia passos simões","anabela carreira mendes"
"0000-0003-3939-3756","ff6265d6f9c9b0f5c029d9b4c5be8a6b26ae6c06","michael","","michael kinch","michael s. kinch","jennifer walker-daniels"
"0000-0001-6655-5189","99c5119581205d911e3d0483124ab99b8cbb7c60","zhi zhu","","zhi zhu","zhi zhu","hui-mian xu"
"0000-0002-0410-809X","3a04449bf8ed7cdfad4f6bb6479399da9cedd27c","tatiane","","tatiane cruz leal costa","tatiane leal",""
"0000-0001-7407-5249","99d7dbad1ee7f6e1648a4dd7d8e539a74cc6ae02","alberto","","alberto fernandez-villar","alberto fernández-villar","virginia leiro-fernández"
"0000-0003-3563-1550","4b9dce407a371f6c605c86eb55d59bec6b45d73a","van kan","","jan van kan","jan a l van kan","ulrike siegmund"
"0000-0002-0587-3535","822283052e9d8be76eb2c5d0f9468cd95c334070","jacquod","","philippe jacquod","ph jacquod","robert s. whitney"
"0000-0002-2229-3225","be606dbadff365ea73d56f2d3c98de0e6496c421","mikhail","","mikhail prezent","mikhail a. prezent","valery dorokhov"
"0000-0002-3713-7532","03d8eed97db92c94f07b1ff2c24d60f41d669932","arnaldo","","arnaldo caldas jr","arnaldo de frança caldas júnior","andré cavalcanti da silva barbosa"
"0000-0001-8789-7532","5b53d8ea313f8da419dabb989ecef1ff096f896d","makarov","","valeri makarov","valery a. makarov","alexander n. gorban"
"0000-0001-6352-1944","01898b177dfa10eeec194f2a993b22ca6962a5a4","babarro","","jose babarro","jose m f babarro","césar lodeiros seijo"
"0000-0003-1815-7287","837d11d10d56c730587327653c4bda764e8b933c","alharbi","","ali alharbi","ali hawas alharbi",""
"0000-0003-2246-9240","6f55599c38e65e9502a4abf1a4ced79c11381e3b","míriam","","míriam amaral","míriam cristina santos amaral","amanda lemes silveira"
"0000-0001-9760-7025","748c84b1ddd3d1c0b429e3d0a462163bbabaccbb","nikola ","","nikola ","nikola stankovic","zoran kostic"
"0000-0002-3228-2570","ac462e57ef9d711b8da8a44b4a68907b254284bb","stewart","","stewart parker","stewart f parker","elaine marie opara"
"0000-0002-7874-4021","6ea14d0611df4325b8d4965e6f2867a8158003c9","nohales","","maria a. nohales","maria a nohales","mariko sawa"
"0000-0002-1304-3734","b4b983975ad856650b32be01a7d8fd6bd6af7f12","gardner","","andy gardner","alan gardner",""
"0000-0002-2242-7078","3409725882a0802c64d4d3998abfe169ed01b185","johanna","","johanna baily","johanna l. baily","l r morrison"
"0000-0003-1938-2937","67df189e8634ef6f5258c3c874060ee166239790","clayton","","clayton souza campelo","clayton s. campelo","rivelino martins cavalcante"
"0000-0002-3752-2799","3ae3649bcc70f03a962960281a2144556e840e11","delonay","","aaron delonay","a. j. delonay","edward e. little"
"0000-0003-3048-0343","f7b5aea0e097150772298ce5e905512fa3e94ac4","jocelyn","","jocelyn beach","jocelyn m. beach","samuel t. edwards"
"0000-0002-1256-6728","6d6ff0db4c783dcdc90d45f88756eda0f08f745b","balabin","","yuri balabin","yury balabin","katherine klein"
"0000-0001-6101-4762","35c3841ec2b1c49b4610c192d8411c79e926c496","jeffery","","jeffery aguiar","jeffery a. aguiar","matthew r. page"
"0000-0002-5731-0582","1e3e432bc0a7e1863acfdece7197352862c39baf","clemens","","francois clemens","françois clemens","jules b. van lier"
"0000-0002-0855-8792","81be82985948094b61f2e9e84d75be3b0f1e77d4","hussein","","hussein elkousy","hussein a. elkousy","jon k. sekiya"
"0000-0001-6696-0301","b4ec0c27cdf014a884298e86b4d5176b52d5718b","lakatos","","béla lakatos","béla g. lakatos","zoltán süle"
"0000-0001-9693-7022","8bcc3c10ff72585b5ae9573656d65fc9638bb61c","lindsay","","andrew lindsay","andrew j. lindsay","mary w. mccaffrey"
"0000-0002-4518-8591","7da40f30e429860e39d456b098b9c64130d9a94c","leticia","","leticia moreira","leticia fontoura moreira",""
"0000-0001-8526-9639","8e671d75363138e4e66a7228fb768bd2a7489f70","bassily","","ashraf bassily","a. m. bassily",""
"0000-0002-1367-9716","15152054d715d2b9691a6829529bfb12ef63f750","richard","","richard liu","richard t liu",""
"0000-0002-5400-0482","99926304de3384de5b253e9e501967ccdc7d761c","kathrin","","kathrin bernt","kathrin m. bernt","patricia ernst"
"0000-0001-8161-8598","b2941ccbd65b229c66d023298a7a682bfd882c61","goncalo","","goncalo vilhena de mendonca","goncalo v mendonca","sang ouk wee"
"0000-0001-5987-8318","138f5f105541f6a7136f1cc4b2b5362df7410da0","lakhmir","","lakhmir chawla","lakhmir s. chawla","christopher t. chan"
"0000-0002-9503-1947","600bde89eeaf11a76e0c2b3ebbc86693f0d2858e","sanchez","","diego sanchez","diego f sanchez","cecilia lezcano"
"0000-0002-3132-3748","2de220146776317749e8f21716a0c76f7f564cd9","nonita ","","nonita ","nonita sharma","sourabh yadav"
"0000-0003-3807-0381","781e6742c7a783ad35a1dd162848e540457e5212","conotte","","raphael conotte","raphaël conotte","vincent richard"
"0000-0003-2071-525X","70f42d45946b5653640d19c289e167dbf6276cf3","manarvi","","irfan manarvi","irfan anjum manarvi","khurram shahzad"
"0000-0003-3683-3963","2c0269bb7269d98d5780eb4ede39c43dce007d15","deborah","","deborah stein","deborah m. stein","sibel kahraman"
"0000-0002-2110-7531","0f01b3045567dd4480fecf633c58c03b42fc40ee","cazetta","","felipe cazetta","felipe azevedo cazetta",""
"0000-0002-5033-0417","af80efbdd56c7f10a83aac3a0c80151c429387b8","istrate","","gizella melania istrate","melania vasilica istrate","daniel chevallier"
"0000-0002-9488-7612","f6e8fa63e3dd4f7391f1d0d9f4cf0fc29bb1645b","stanisz","","greg stanisz","greg j. stanisz","jeffrey a. stainsby"
"0000-0002-7765-418X","ed2cfaefe262ddd3099d4fa4196500a458c1eecb","kenneth","","kenneth korach","kenneth s. korach","sylvia c hewitt"
"0000-0002-0331-7615","a452fb989eeb0588fa5adf4af62b1acc09736e7a","stephen","","stephen smith","stephen m. smith","kathryn raven"
"0000-0002-9372-407X","bf10c7f184376ce57f24a85392bf3d6e02b5c80a","shelley","","shelley brown","shelley l. brown","ralph c serin"
"0000-0002-3192-1019","d584ce7bd3575c308a47246e90a6cd82c47fc519","michael","","michael pfaffl","michael w. pfaffl","heinrich h. d. meyer"
"0000-0002-9625-7251","392db035f936c68c036ccb2bcf14bf3c353516ab","hashmat","","hashmat khan","hashmat ullah khan","j. rouillard"
"0000-0002-7950-6199","e0387b947f867636efbd956ff4b59b065d7af3d2","michael","","michael spiller","michael w. spiller","jennifer j. todd"
"0000-0002-5940-8946","577a2512f44fb2a48b47803e93b16bee4a439db0","yeomans","","julie yeomans","julie a. yeomans","matthew aldridge"
"0000-0002-2156-3705","f5cb18d12b99d7bd54f0dc6194bd82fbc6540e88","avik de","","avik de","avik de","daniel e. koditschek"
"0000-0002-2538-8107","3601412b54e59cd2e6c13ade75690734e9293df0","michael","","michael vansaun","michael n vansaun","madeleine c. chalfant"
"0000-0001-8966-605X","84d97523f53c9a9270122b093ade8017d959ddac","sokolov","","igor sokolov","igor m. sokolov","nikolay v. larionov"
"0000-0003-1944-2426","efe404cc56241198c0d5ba4830afaf3d4a0ff2df","okamoto","","priscylla tatiana chalfun okamoto","priscylla tatiana chalfum guimarães-okamoto","evanguedes kalapothakis"
"0000-0003-3591-5676","57492e6b559dd292a964f458b14ca905609146ca","ghemtio","","leo ghemtio","léo ghemtio","nicolas muzet"
"0000-0003-0299-0178","77580309d053902ad27899c898722a812cb46095","pierre ","","pierre  aimar","pierre aimar","ismail tosun"
"0000-0002-6100-8220","c08733142ba223b8a87b265974bfeacb359f6d6a","ebtesam","","ebtesam el farahaty","ebtesam e. ateia","mohamed amin"
"0000-0002-2021-5565","4c805d5f5fa31e4db49d3c9475a76dd20a5b12e4","richard","","richard kenagy","richard d kenagy","alexander w. clowes"
"0000-0002-0287-0590","02b6b253e0b90371ada32a34dcdc888ca523e634","richter","","hannes richter","h. richter","stephen robert tennison"
"0000-0002-8314-0601","bd9cc13ae7730be09bab1367525af6178a56b021","lebovka","","lebovka nikolai","nikolai i. lebovka","igor a. ar'ev"
"0000-0003-4032-5590","b99b0b47bdc7ed7b3af990b9ead95ba8d95e016e","val'tts","","irina val'tts","irina e. val'tts","a. v. alakoz"
"0000-0002-6870-2047","173b9661139bac5c8dbfa4b3a6daaa74f8c3caaf","wilcken","","klaus wilcken","klaus m. wilcken","sheng xu"
"0000-0003-0761-1819","41d982f60f969576e0c298ad24d34ba32c44ead6","timothy","","timothy carroll","timothy j. carroll","ian s. howard"
"0000-0003-3318-3889","20f742c6509d2bc4064f95dbffff14479d392952","stupnik","","mykola stupnik","m. i. stupnik","olena v. kalinichenko"
"0000-0002-3312-4005","eb7d15e246473d152417e6fad87772dad68685cf","hashemi","","m reza hashemi","masoud reza hashemi","gregorio iglesias"
"0000-0003-2053-9655","fd222bcea66ff7dbbc9f2e1e6bddc393479dd023","gilbert","","thomas gilbert","thomas m. gilbert","stephen j. geier"
"0000-0002-1085-7740","0b8832aa33f64d101dc8e5c013f101f77184cc7b","somboro","","somboro anou m.","anou m somboro","daniel g. amoako"
"0000-0002-5445-5436","49f3ae1bc2a816fd13f338331c49f1aedda638cb","daniyar","","kairgaliev daniyar","daniyar kayrgaliev","galina lobacheva"
"0000-0002-7680-7527","ba852c04a3c68b3f8e42f8c7095d9aa06db6026e","mattick","","john mattick","john s. mattick","margeurite little"
"0000-0002-9840-0103","95758d91d4bbe5b70f1664779ce1ca7d053e93cb","alberto","","alberto nobrega","alberto f. nóbrega","beatriz stransky"
"0000-0003-1096-8974","10c261b3d6f23e10979d388d084a9fd3f1cde2e2","lorinda","","lorinda coombs","lorinda a coombs","wendy max"
"0000-0002-2548-8423","8b92710a6b89da618d96b7474435dcbad01a0ece","gregory","","gregory lewis","gregory f. lewis","stephen w. porges"
"0000-0002-7793-6232","593ac750c860f279235db32339e49235abc53370","vicente","","vicente hernández díaz","vicente hernández","josé-fernán martínez"
"0000-0002-7908-4459","dfc4890b58c453b9ec0430dfaac49223e275b07c","timothy","","timothy ness","timothy j ness","gerald f. gebhart"
"0000-0002-2547-1955","37b5339567f3a110261f88d01379b4c494d0363b","mei liu","","mei liu","mei liu","fei nie"
"0000-0003-2062-7380","2af2aa2a3b31e27ac7338fadc4f5463300e5397d","barbara","","barbara leggett","barbara a. leggett","june w. halliday"
"0000-0003-4433-3395","c30997f026d638117798891db36f999a96442da5","shlykov","","sergey shlykov","sergey a. shlykov","bagrat a shainyan"
"0000-0003-1814-3141","74b327b9f58c6bcc49114dafe95441e992ce2593","ballard","","ian ballard","ian c. ballard","angela radulescu"
"0000-0002-8001-3463","bcb0419d0982a3f5193bdbffb727b738f6d5703a","rakitin","","aleksei rakitin","a. y. rakitin","kersti zilmer"
"0000-0002-4640-8680","5520712bcf242939a88da06ed54fc1ffd038250b","william","","william bleser","william k. bleser","adriana m. reyes"
"0000-0003-2817-8508","7224ae24795c75eb82d8db943031a1f02cfd0ce0","michael","","michael colman","michael a. colman","michele orini"
"0000-0002-0092-4495","409a323b09c6d409d74ccbe94f3b0ccd93bc7225","eduardo","","eduardo piveta","eduardo kessler piveta","fernando barden rubbo"
"0000-0002-3561-1974","c78bebfffd6acab71445284835b39e297044a904","natasha","","natasha loi","natasha m loi","donald w hine"
"0000-0002-1609-385X","2167bfaadf020e3419bea90f000607a306efe99a","michael","","michael osborne","michael w. osborne","ilpo laitinen"
"0000-0002-0866-2151","fe00bf709de717843c04695ea4f9d7f198ae4ce1","radayev","","yuri radayev","yu. n. radayev",""
"0000-0003-1292-0210","18074f27aa7a2b047345c85f5aeecccd4e085c21","arridge","","simon arridge","simon r. arridge","adam p. gibson"
"0000-0001-8779-0612","0bae8b05c5c120be378dd68d447f09f1300b75ed","dybtsev","","danil dybtsev","danil n dybtsev","alexander j blake"
"0000-0002-2335-7470","df9fc3fa0e0c792939e6146265fb64537f9e05ad","burnier","","miguel burnier","miguel n. jr. burnier","camila tamashiro"
"0000-0001-5476-2316","1ff459bf7bcd43fb686a81cd39c10fad8ed590c7","almeida","","carlos almeida","carlos b. almeida","cássio josé da silva"
"0000-0002-1365-9723","86b24dd0bec2ad8e1fa7d86ac5f1bd70bbbce2aa","jameson","","ian jameson","ian d jameson","lesley a. clementson"
"0000-0003-2563-1477","fc9c10dd4d12fd2d9daf92cdcf113c75612cf947","gustavo","","gustavo venys","gustavo lagreca venys","luiza lourenço campos de sousa"
"0000-0002-3436-9362","674ea4bcd29d119961c151ff246dc4e06eb90ee3","larkins","","jo-ann larkins","jo-ann marie larkins","rohan h. clarke"
"0000-0002-4981-4633","72560f1ec8c14f1263e02bfc162b749ff7a4d443","morante","","j.r. morante","juan ramon morante","anna vilà"
"0000-0002-8370-7647","b247c131c803867ae3c85a15b0591733fc6217a8","wallace","","hilary wallace","hilary j wallace","michael c. stacey"
"0000-0002-5650-0464","775dcea12166fe11fb1e368cb83b6336fee33f2c","jessica","","jessica zegre-hemsey","jessica k zègre-hemsey","claire e. sommargren"
"0000-0003-0470-6361","09dbcfc79913e8bd1f9fd4ab0536b9a675de1614","daniela","","daniela vaz","daniela virgínia vaz","ana paula pereira de melo"
"0000-0002-5441-1353","8a272612a1cc8526ae95b9ac319b5a325e7ad267","gregory","","gregory dow","gregory k. dow","clyde g. reed"
"0000-0003-3969-5797","dfa059aa6638ba31e08652661455b642b7e1affa","matthew","","matthew collins","matthew j. collins","juntao li"
"0000-0002-1425-6344","8f28d9a4cd504f4f6ba569fc2c2926eb94f5ce70","dominic","","dominic wells","dominic j. wells","jacqueline de belleroche"
"0000-0001-6508-8945","6ef85fad4a617ff6b299652b06f5b9cace5eb2a6","morelle","","xavier morelle","xavier p morelle","ruobing bai"
"0000-0003-2508-1735","6e97ff176f7d35a5f39bf872c06f7f762905b637","kenneth","","kenneth lee","kenneth kuei-ching lee","kyle h. y. cheng"
"0000-0002-5348-4032","11f3a3fcc550c0f44875c2982789c480317f2fd9","marcelo","","marcelo fajardo-pruna","marcelo fajardo pruna",""
"0000-0003-3596-7759","137cbd4078c25d155596f402fabbb6b0e7c5cf26","zinenko","","igor zinenko","i. i. zinenko","v. p. pyankov"
"0000-0002-7286-1681","21785ef5886591b6709e3d36fc310f765066fa4b","zharkov","","zharkov maksim","maksim a. zharkov","sergey a. kharitonov"
"0000-0002-3267-7193","0bee532e4dee9ba5ba5557f97c3aad1fb860c282","alireza","","alireza ansari-moghaddam","alireza ansari moghaddam","hossein ansari"
"0000-0002-0341-7683","19ac833c4d96e5186a0ebff33a6a2ec80e56cef0","kenneth","","kenneth egol","kenneth a. egol","edward m delsole"
"0000-0002-8186-3611","afcaa28211123d979fee6c15823f714d007d0bd4","charles","","charles eaton","charles b. eaton","patricia c. davis"
"0000-0002-7291-208X","860c945be835e32aa363e2bb73c4a6279e16faf9","leavitt","","steven leavitt","s w leavitt","eryuan liang"
"0000-0002-6466-4987","fa9ce3ef266096eb966a3770ecb4a8bd18f382d2","alberto","","alberto poncela gonzalez","alberto poncela",""
"0000-0002-4143-5014","a5b69405bc7bca3b62f0aee26f6a2958172c839a","geovana","","geovana savi","geovana d. savi","ana lucia b. santos"
"0000-0003-0220-822X","287f1f429c7d2baf5a05de8c6edbf922c4a2e471","golanov","","eugene golanov","eugene v. golanov","andrew d. parent"
"0000-0003-2125-4811","cb7fdf2a6209f07c791b35f72e6c26aa4b0bc047","forhead","","alison forhead","alison j forhead","abigail l fowden"
"0000-0002-7135-5023","569f2b56e6d3bf81aae217e81ecbbaff5c2882a4","rui guo","","rui guo","rui guo","dachuan shi"
"0000-0002-1883-4690","51f9b78d99d52cfdfea6eaedef292f14796d5733","carlene","","carlene wilson","carlene j wilson","philip mohr"
"0000-0002-4501-9157","991ed14db4b9dd470ff0dcc3388a19764330b63a","timothy","","timothy doyle","timothy j. doyle","robert f. hammond"
"0000-0002-8770-9949","08b035eb680b42fadfbdcb47fd220cdb00c074fd","maryam ","","maryam  hoviat talab","maryam hoviattalab","mohammad taghi ahmadian"
"0000-0002-7087-1798","b97e94f80badfda7c50308d8bedacf6a1f997386","camille","","camille leveque","camille lévêque","daniel valerio peláez"
"0000-0002-2154-4571","e99bf8bda67f375720088189c3389c35161a7aa2","franken","","lotte franken","l c franken","anouk e j latenstein"
"0000-0002-5537-7740","bc97afb8b18c0e4d92ade0209ba32395a93c7cf6","michael","","michael cascio","michael j cascio","m alcasid"
"0000-0003-3604-2109","38e4f983213ac78be887baa04770276c058b65a8","broufas","","george broufas","george d. broufas","maria l pappas"
"0000-0003-1488-820X","8c4355f38ad9acd2e88443966d2ebea495d0e3b6","whigham","","dennis whigham","dennis f. whigham","carla lambertini"
"0000-0001-6450-277X","6d22404d195dbc2521a07886bb7e7013a48da7bd","bardoel","","bart bardoel","bart w bardoel","maartje ruyken"
"0000-0001-6677-383X","7753273a5c2da86f123842a6b77cd2eb10776449","olivier","","olivier de weck","olivier l. de weck","gary e. mosier"
"0000-0003-3594-4944","c736e65c210109019a97cc75025fd2105d17a027","patrick","","megan patrick","megan e. patrick","melissa a. lewis"
"0000-0002-6014-3236","2e1c69a83e55c27c021f1cf61e27b49dc81f3085","alberto","","alberto gaggero","alberto a. gaggero","lukas ogrzewalla"
"0000-0002-4518-8591","a0972a5854e95baaf675da4df2d2534485d4ff1a","leticia","","leticia moreira","leticia fontoura moreira",""
"0000-0002-9862-4158","0b36f760556748e0e7c19b78dd037d9457c71a5a","mclaren","","duncan mclaren","duncan b. mclaren","jessica lawrence"
"0000-0003-2610-2622","aa2d6f8fe4ec1220ac58f94cb274606af4986b9d","mustafa","","mustafa Çelİk","mustafa celik","fatih mete"
"0000-0002-1225-7773","88cd6774e9da8aa37aa92e1753d0433c0b991f9b","gunilla","","gunilla toth","gunilla b. toth","per r. jonsson"
"0000-0002-7877-9224","aa85e43263d29af165647e1d2535632053e39556","william","","william wilson","william c wilson","james o. mecham"
"0000-0002-6108-2375","2d1b51155e88a4f2b2a09823ad24d55c826bb8d4","russell","","lynn russell","lynn m russell","dean a. hegg"
"0000-0002-6827-0061","1850e28e5fc4103127d6d36e289d5d5bc5005d64","michael","","michael kanost","michael r. kanost","karl e garsha"
"0000-0001-8615-3478","2bb3e28bedf469a4979748d9a65a5a2683c66957","churkin","","dmitry churkin","dmitriy v. churkin","andrei s kurkov"
"0000-0001-5082-0515","7f4294b49b2bd38c16e930456a8996f30f2dda7b","slavica","","slavica knezevic-usaj","slavica knežević-ušaj","milana panjković"
"0000-0002-8186-5705","e60bf74ecb91e2d63685fd8d632ad0f9339b3a36","jun qin","","jun qin","jun qin","pengfei sun"
"0000-0002-9265-7012","1f1b80ef31449f95e1efdb95fc28e3dbf44f8d2f","jeffrey","","jeffrey actor","jeffrey k. actor","shen-an hwang"
"0000-0001-6863-4665","3b2a119d46310312b2b600419e59773d016ca73f","tarigan","","yenni tarigan","yenni gustiani tarigan","siti maimunah"
"0000-0001-6085-3652","4799133813ec03ec5f9015d9ff47824b872d4aab","newsome","","philip newsome","philip n newsome","neil c henderson"
"0000-0001-8309-9293","e3aa28e0734feb0c568c7b0caf6eefdd803db31a","yong du","","yong du","yong du","ingrid-katharina wolf"
"0000-0002-2057-4170","b28b962a7d6f4b9c23a0c41da4e24a893ca2334b","rebecca","","rebecca beerman","rebecca w. beerman","anita s.-r. pepper"
"0000-0003-2028-8307","bc4fee08720ab176c9104018e023a4f0c67bb9bb","michaud","","andreanne michaud","andréanne michaud","andré tchernof"
"0000-0001-9022-6713","ef884caaba8780c0e9d7885cd0860958f4331ac9","timonin","","pavel timonin","p. n. timonin","o. a. bunina"
"0000-0002-2227-5254","759aa5ae62ab24392ad5e5ca6a1e68bb8e626528","bryanin","","semyon bryanin","semyon v. bryanin","naoya wada"
"0000-0003-1990-8636","2534bd146098af5afce0268da3c362895c8e2614","gilmour","","jamie gilmour","jamie d gilmour","james a. whitby"
"0000-0002-6740-3280","4d981d43b276cb07ea906f74ac30c591b6b55a8d","stanley","","fintan stanley","fintan k. t. stanley","shaun moore"
"0000-0001-5164-4023","5e8926480c8a41ca33d39003b3713a4865a02815","justyna","","justyna kozlowska","justyna kozłowska",""
"0000-0002-4444-8929","ba0138a31e2a966886bec8f4fec29ee5229e06ea","vishwas","","amit vishwas","a. b. vishwas","karl f. warnick"
"0000-0001-9967-0263","b254298aa8da3e22a1c2985d5442fd6d8ba10841","allison","","allison dzubak","allison l. dzubak","berend smit"
"0000-0001-5431-8637","ebf7f97c467b5c004e19001d4bfff26c5276ba12","fellowes","","mark fellowes","mark d. e. fellowes","david a. stacey"
"0000-0002-9222-9755","50a1137b0f329d0d80991a91394ce5300e274580","bechtold","","thomas bechtold","tamara bechtold","aurora turcanu"
"0000-0002-3528-6307","64156e9712667919467c5bcb05331d10e0d8732e","kambappa","","vinaya kambappa","kambappa vinaya","kanchugarakoppal s. rangappa"
"0000-0002-8748-222X","aa3398e33c07da00c0222c74682433c9b8a6b0f9","anderson","","lisa anderson","lisa r. anderson","jennifer m mellor"
"0000-0002-4914-6989","d5a40441d92d6e9a5deba7a7ce642a77da373f00","mcarthur","","sally mcarthur","sally l mcarthur",""
"0000-0003-2392-505X","97e07d83db421faee2a7a42a0e2c8a117c08b016","driscoll","","carlos driscoll","carlos a. driscoll","mary frances locniskar"
"0000-0002-4442-4337","23a0edeca6afdd5ad6265ca45f74a2c83ac444a7","matthias","","matthias d'hooghe","matthias d’hooghe","norbert de kimpe"
"0000-0002-1506-167X","f58362783dc3a05fcdd13894226b482b8e13a4c5","marshall","","james marshall","james a. r. marshall","pete c trimmer"
"0000-0002-1784-5662","71b8a4831d31f248413f539d44b75b20da3eec7c","mcintosh","","anthony mcintosh","anthony randal mcintosh","viktor k. jirsa"
"0000-0002-2577-3160","8494bc5dbdf142fd0f8e103b8476a50d5cb69a1e","vladimir","","vladimir esin","vladimir a. esin","sergiy v. divinski"
"0000-0002-9571-2128","190b0b5c40aa3366200eb98a0dcaf70a38bf3e60","cabaniss","","stephen cabaniss","stephen e. cabaniss",""
"0000-0002-0744-5681","dbe57258786625fab029d51130f8a37695505a15","emmanuel","","emmanuel oga","emmanuel a oga","victoria h. coleman-cowger"
"0000-0003-1488-3302","01ea282e20a9ce3a5007cda0a792b8d88f127ac2","mykhaylo","","pahirya mykhaylo","mykhaylo m. pahirya",""
"0000-0002-0588-4859","37428023e7b303d896fbe4bca3246724287bd60d","trabasso","","plinio trabasso","plínio trabasso","pinto c. julio cesar"
"0000-0002-3014-8634","30cd802fc7c4358e6c6edd06da4e72623a29d3d7","croitoru","","mihail croitoru","mikhail d. croitoru","vladimir n. gladilin"
"0000-0002-1165-6377","ff2b20508ae55e59e94dcec16e96a39049013419","aschauer","","ulrich aschauer","ulrich johannes aschauer","silviya ninova"
"0000-0002-1137-2307","089d6161ab3478ef09fe9919903bcc97e8bcc903","lucian n","","lucian n leustean","lucian n. leustean",""
"0000-0002-7327-848X","389e02e07c390a7a3091bf5ec3210a04c1843944","clodoveu","","clodoveu davis","clodoveu a. davis","cláudio de souza baptista"
"0000-0002-2875-4723","8ca5443a7d0a2a7875f8574a4821a6970caa1724","slagboom","","pieternella slagboom","p. eline slagboom","peter devilee"
"0000-0001-5477-2186","ba09ca291bc15cd673788678c0f88259cb2436b1","yang liu","","yang liu","yang liu","liangfu chen"
"0000-0003-3107-5454","960e5a03165a43dc802029015c6839ab98f3dec0","yong tan","","yong tan","yong tan","hongliang lan"
"0000-0002-0175-7692","c822369de497f531712d4b44051437c2dd9401f3","savetsky","","ira savetsky","ira l. savetsky","babak j. mehrara"
"0000-0002-9738-4949","b8a898d17e4a5e6894792cc54680a4cc055f550b","zi huang","","zi huang","zi huang","yang yang"
"0000-0002-2887-4653","4142ac6738ad9ee6e6678621cd22dfe8e71fc8e5","korzunin","","gennadij korzunin","g. s. korzunin","v. k. chistyakov"
"0000-0002-7421-180X","b504373bda333575253aed57f1e1dd38b1052818","an-ya lo","","an-ya lo","an-ya lo","qian xu"
"0000-0001-6289-4749","d94e1c62ec691533e4b83c814e03599bef23eecd","sachdeva","","naresh sachdeva","naresh kumar sachdeva","deshratn asthana"
"0000-0001-5373-8779","0101d97af8fbb918f539d59f014b66f2d60d8d0c","feng zou","","feng zou","feng zou","qingzheng xu"
"0000-0001-8644-892X","17d33901cdd050fb7acd46212947fe0786ea1394","verzeaux","","laurie verzeaux","l verzeaux","carine mainzer"
"0000-0002-0836-3389","2723f054b319bf5a42f5f842b27d4883edeb654d","crandall","","keith crandall","keith a. crandall","david posada"
"0000-0001-5278-8969","1a1ec8d16e74577e660454181289e6b262d00e6d","weida hu","","weida hu","weida hu","wei lu"
"0000-0002-1343-4962","0c886bc7a2ec9adc556c9d16d9d63350027bc1ef","rastelli","","armando rastelli","a. rastelli","bernd rellinghaus"
"0000-0002-0952-5765","285bb2b28484f7e6dce15a2db2bf358cb3e141bb","thompson","","jacob thompson","jacob t. thompson","sankar swaminathan"
"0000-0002-8344-2589","67f9e2f7fea2770f2da07d538bc10933cce238a9","marshall","","john marshall","john f marshall","sylvia maliye"
"0000-0001-9987-9729","c0e5f279cc4b6a78779c2795fa4cbb15a4fd8e9d","ming liu","","ming liu","ming liu","fuqian yang"
